english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
@sagarcasm hahaha. stupido is a great man,@sagarcasm hahaha. Stupido mahapurush hai bhai,@सागरकस्म हाहाहा. स्टुपिडो महापुरुष है भाई,@sagarcasm हाहाहा. स्टुपिडो इज ए ग्रेट मैन,@sagarcasm hahaha. stupido izz aye grate main
"@dhaval241086 the one who has shame, losses his karam @BihariTweeter",@dhaval241086 jisne kari sharam.. Uske phoote karam  @BihariTweeter,@धवल२४१०८६ जिसने करी शरम.. उसके फूटे करम  @बिहारितवीटर,"@dhaval241086 जिसे शर्म आती है, उसका कर्म खो जाता है @BihariTweeter","@dhaval241086 jise sherm aatee hai, uska karma kho jaataa hai @biharitweeter"
@iamkits what happened? everything alright?,@iamkits aisa kya hogaya? sab khairiyat?,@आईएमकिट्स एआईएसए क्या होगया? सब खैरियत?,@iamkits क्या हुआ? सब ठीक है?,@iamkits kya hua? sub theek hai?
"retweet @anujjudeeval : perfect railway budget ever #BudgetBT # #RailBudget2015 #IndianRailways @abpnewstv @aajtakki became jealous , don't know why?","RT @anujjudeeval : Perfect railway budget ever #BudgetBT # #RailBudget2015 #IndianRailways @abpnewstv @aajtakki to jal gyi , Pata ni ko","आरटी @अनुज्जुदीवल : परफेक्ट रेलवे बजेट एवर #बजेटबीटी # #रेलबजेट२०१५ #इंडियनरेलवेज @एबीपीन्यूएसटीवी @आजतककी तो जल गयी , पता नी को","रीट्वीट @anujjudeeval: परफ़ेक्ट रेलवे बजट कभी #BudgetBT ##RailBudget2015 #IndianRailways @abpnewstv @aajtakki ईर्ष्या हुई, पता नहीं क्यों?","retweet @anujjudeeval: perfect railway bajat kabhi #budgetbt ##railbudget2015 #indianrailways @abpnewstv @aajtakki irshya hui, patta nahin kyon?"
"Salesman: ""Take this .. Talk it .. Madam ji is telling me pink color green tea #AurDikhao"" pic.twitter.com/XLuSrxpRa4","Salesman: ""Ye lo.. Kar lo baat.. Ye Madam ji bol rahi hai mujhe Pink color ki Green Tea #AurDikhao""pic.twitter.com/XLuSrxpRa4","सेल्समैन: ""ये लो.. कर लो बात.. ये मदम जी बोल रही है मुझे पिंक कलर की ग्रीन टीईए #औरदिखाओ""पिक.ट्विटर.कॉम/एक्सएलयूएसआरएक्सप्र४","सेल्समैनः ""टेक दिस.. टॉक इट.. मैडम जी मुझे गुलाबी रंग की ग्रीन टी बता रही हैं #AurDikhao"" pic.twitter.com/XLuSrxpRa4","selsmanh ""take dish.. tock eat.. maidam jee mujhe gulabi rung key green tea bata rahee hain #aurdikhao"" pic.twitter.com/xlusrxpra4"
they want to take away... #TripleTalaq,le jana chahte hai ye... #TripleTalaq,ले जाना चाहते है ये... #ट्रिपलतलक,वे लेना चाहते हैं... #TripleTalaq,way lena chahte hain... #tripletalaq
@friendlii_ghost living by with the support of knorr currently @MaggiIndia,@friendlii_ghost knorr ke sahare jee raha hoon abhi to@MaggiIndia,@फ्रेंडली_घोस्ट नोर के सहारे जी रहा हूँ अभी तो@मैगिइंडिया,@friendlii_ghost वर्तमान में नॉर के समर्थन से जीना @MaggiIndia,@friendlii_ghost vartamaan main nor key samarthan say jeena @maggiindia
Last time i saw fardeen khan in the no entry area. the police fined him.,Last time Fardeen Khan ko No Entry me dekha tha. Police wale challan kaat rahe thay!,लास्ट टाइम फरदीन खान को नो एंट्री मे देखा था. पुलिस वाले चालन काट रहे थाय!,पिछली बार मैंने नो एंट्री एरिया में फरदीन खान को देखा था. पुलिस ने उस पर जुर्माना लगाया था।,pichhali baar maine now entry area main fardeen khaan coo dekhaa tha. pulis nay usa per jurmana lagaaya tha.
Guddu's father watches a lot of Hollywood movies.,guddu ke father sahab hollywood movies bohot dekhte hain .  :p,गुड्डू के फादर साहब हॉलीवुड मूवीज बोहोत देखते हैं .  :प,गुड्डू के पिता बहुत सारी हॉलीवुड फिल्में देखते हैं।,guddu key pita bahut saaree hollywood filmein dekhate hain.
"every hindu woman must produce 4 children: sakshi maharaj._x000D_
ah! days of children are going to come.","Every Hindu woman must produce 4 children: Sakshi Maharaj._x000D_
Ah! Bachhe din aane waale hain.","एवरी हिंदू वुमन मस्त प्रोड्यूस ४ चिल्ड्रेन: साक्षी महाराज._क्स०००डी_
अह! बच्चे दिन आने वाले हैं.",हर हिंदू औरत को 4 बच्चे पैदा करने चाहिएः साक्षी maharaj._x000D_ आह! बच्चों के दिन आने वाले हैं।,hear hindu aurat coo 4 bachche paida karane chaahiyeh sakshi maharaj._x000d_ aah! bachchon key dinn aane vaale hain.
@Sharma_rajni29 : @Gurmeetramrahim #MSGappeals you are a real caretaker. hats off to your teachings.,RT @Sharma_rajni29 : @Gurmeetramrahim #MSGappeals u r real care taker guru paa . hats off tu ur teachings ...,आरटी @शर्मा_रजनी२९ : @गुरमीत्रमरहिम #मैसगैपील्स उ आर रियल केयर टेकर गुरु पा . हैट्स आफ टू उर टीचिंग्स ...,@Sharma_rajni29: @Gurmeetramrahim #MSGappeals आप एक रियल केयरटेकर हैं. हैट्स ऑफ टू योर टीचिंग्स।,@sharma_rajni29: @gurmeetramrahim #msgappeals aap ack real caretaker hain. hats off too yore teachings.
briallint sharma ji son hahahha saurabh sharma,hahahha:):) sharma ji ka honhar balak:):) saurabh sharma,हहाहा:):) शर्मा जी का होनहार बालक:):) सौरभ शर्मा,ब्रियालिंट शर्मा जी सोन हाहाहा सौरभ शर्मा,briyalint sharma jee shone hahaha saurabh sharma
"long live mother india, not open to debate: amit shah https://t.co/SZvxGEYnCP via @timesofindia",Bharat Mata ki jai ' not open to debate : Amit Shah https://t.co/SZvxGEYnCP via @timesofindia,भारत माता की जाई ' नोट ओपन तो डिबेट : अमित शाह एचटीटीपीएस://टी.सीओ/एसजेवीएक्सजीईएनसीपी विया @टाइमसोफिंडिया,"लॉन्ग लिव मदर इंडिया, नोट ओपन टू डिबेटः अमित शाह https://t.co/SZvxGEYnCP वाया @timesofindia","long live madar india, note open too dibetah amit shah https://t.co/szvxgeyncp vaaya @timesofindia"
spirit friday ! fill the halls with school colors and enjoy a dress down day ! yoga pants or flip flops/backless shoes . you are poland !,"spirit friday ! fill the halls with school colors and enjoy a dress down day !  no pj ,  yoga pants or flip flops/backless shoes .  you are poland ! ","स्पिरिट फ्राइडे ! फिल थे हॉल्स विथ स्कूल कलर्स एंड एन्जॉय आ ड्रेस डाउन डे !  नो पीजे ,  योगा पैंट्स ओर फ्लिप फ्लॉप्स/बैकलेस शोएस .  यू अरे पोलैंड !",स्पिरिट फ्राइडे! स्कूल के रंगों से हॉल भरें और एक ड्रेस डाउन डे का आनंद लें! योग पैंट या फ्लिप फ्लॉप/बैकलेस शूज. यू आर पोलैंड!,spirit friede! school key rangon say hall bharein our ack dress down day kaa anand lain! yoga paint yaa flip flop/backless shooj. you aar polland!
madam @lambaalka i had a verbal fight with a neighbouring shopkeeper. can i get some help in breaking a few things?,Madam @LambaAlka pados ke ek dukandar se meri thodi kahasuni ho gayi hai. tod-fod karne mein kuchh help mil sakti hai kya?,मदम @लम्बालका पड़ोस के एक दुकनदार से मेरी थोड़ी कहासुनी हो गयी है. तोड़-फोड़ करने में कुछ हेल्प मिल सकती है क्या?,मेडम @lambaalka एक पड़ोसी दुकानदार के साथ मेरी जुबानी जंग हुई. क्या कुछ चीज़ें तोड़ कर कोई मदद मिल सकती है?,medam @lambaalka ack padosi dukaandaar key saath merry jubani jung hui. kya kuchha cheezen tod cur koi madad mill sakati hai?
maulvi be like: all of them are collectively fooling us. #SonuNigam,Maulvi be like: But.. lekin.. arey.. matlab... but... ye saare milke humko pagal bana rahe hai #SonuNigam,मौलवी बे लाइक: बट.. लेकिन.. अरे.. मतलब... बट... ये सारे मिलके हमको पागल बना रहे है #सोनूनिगम,मौलवी जैसाः सब मिलकर हमें बेवकूफ बना रहे हैं. #SonuNigam,maulvi jaisaah sub milkar hamein bevakoof banaa rahe hain. #sonunigam
you are awesome.,u r awesome .  .  .,उ आर अवेसम .  .  ।,आप कमाल के हैं।,aap kamal key hain.
"@Oinkoo i'm hungry, feed me a tikki ^-^",@Oinkoo Bhook lagi hai tikki khilaa de ^-^,@ओइंकू भूक लगी है टिक्की खिला दे ^-^,"@Oinkoo मुझे भूख लगी है, मुझे टिक्की खिलाओ","@oinkoo mujhe bhookh luggy hai, mujhe tikki khilaao"
"Rat @ Tapas333: # Betrayer, he is against the same because of whom he is playing cricket. Otherwise, he would be having a canteen.",RT @Tapash333 : #EhsaanFaramos Jiski wajase cricket khelrahahe unhi ke against hai . Warna Paki grnd mein canten kholke baithta #WT20 https :/,आरटी @तपश३३३ : #एहसानफरामोस जिसकी वजसे क्रिकेट खेलरहहे उन्ही के अगेंस्ट है . वारना पकी ग्रांड में कैंटन खोलके बैठता #डब्ल्यूटी२० एचटीटीपीएस :/,"रट @तपस333: #बिट्रेयर, वह उसी के खिलाफ है जिसकी वजह से वह क्रिकेट खेल रहा है. वरना, वह कैंटीन लेता।","rut @tapas333: #bitrayer, wah usee key khilaf hai jisaki vajah say wah cricket khel rahaa hai. varna, wah canteen letta."
) @GoodDayCookies,@Being_Humor bhai maine khaye tune khaye.. Ek hi baat hai ,@बेइंग_ह्यूमर भाई मैने खाए ट्यून खाए.. एक ही बात है,) @GoodDayCookies,) @gooddaycookies
When it came upon yourself then let's not politicise?,Jab khud pe ayi to lets not politicise ?,जब खुद पे आई तो लेट्स नोट पॉलिटिसाइज ?,जब ये आप पर आया तो चलो राजनीतिकरण नहीं करते?,jab yeye aap per aaya too chalo rajneetikaran nahin karate?
it goes to hauz khas. https://twitter.com/92dipz/status/718113191855783936 …,Ye Hauz Khas jaata hai. https://twitter.com/92Dipz/status/718113191855783936 …,ये हौज खास जाता है. एचटीटीपीएस://ट्विटर.कॉम/९२डिप्ज/स्टेटस/७१८११३१९१८५५७८३९३६ …,ये हो जाता है हौज खास. https://twitter.com/92dipz/status/718113191855783936..,yeye how jaataa hai hauz khaas. https://twitter.com/92dipz/status/718113191855783936..
@iamGunjanGrunge the picture to keep your mouth shut.twitter.com/ZzR4gZlVCz,@iamGunjanGrunge muh band karlepic.twitter.com/ZzR4gZlVCz,@इयामगुंजांगरुंगे मुह बंद कार्लेपिक.ट्विटर.कॉम/ज़ज़र४जीजेएलवीसीज,"""@iamGunjanGrunge"" ""द पिक्चर टू कीप योर माउथ shut.twitter.com/ZzR4gZlVCz"" """"","""@iamgunjangrunge"" ""dada picture too keep yore mouth shut.twitter.com/zzr4gzlvcz"" """""
"this deal is such an amazing thing! - amir khan
this meal is such an amazing thing! - sonakshi sinha","Ye deal bhi kya cheez hai! - Aamir Khan
Ye meal bhi kya cheez hai! - Sonakshi Sinha","ये डील भी क्या चीज है! - आमिर खान
ये मील भी क्या चीज है! - सोनाक्षी सिन्हा",ये डील इतनी अद्भुत चीज है!-आमिर खान ये खाना इतनी अद्भुत चीज है!-सोनाक्षी सिन्हा,yeye deal itani adbhut cheese hai!-aamir khaan yeye khana itani adbhut cheese hai!-sonakshi sinha
"If you have a clue know who this guy is , tell us , we have been trying to find out too ...","If you have a clue know who this guy is , tell us , we have been trying to find out too ...","इफ यू हेव आ क्लू नोव व्हो थिस गाय इस , टेल यूएस , वे हेव बीन ट्राइंग तो फाइंड आउट टू ...",अगर आपको कोई क्लू है तो जान लीजिए ये कौन है...........................................................................................................................................................................................,agar aapko koi clue hai too jaan leejiye yeye coun hai...........................................................................................................................................................................................
that one also looks good,ye bhi to thik hi dikhta hai :),ये भी तो थिक ही दिखता है :),वो भी अच्छा लग रहा है,vo bhi achcha lag rahaa hai
"after passing of #GST bill in vidhan sabha of up, i congratulate @myogiadityanath and all the people. #GST","UP vidhan sabha main #GST bill pass hone ""par @myogiadityanath ji or janta ko badhai deta hoon #GST","उप विधान सभा मैं #जीएसटी बिल पास होने ""पर @म्योगिआदित्यनाथ जी ओर जनता को बढाई देता हूँ #जीएसटी","#GST बिल पास करने के बाद विधान सभा में, मैं बधाई देता हूँ @myogiadityanath और सभी लोग. #GST","#gst bill paas karane key baad vidhan sabha main, main badhaai deta hoon @myogiadityanath our sabhi log. #gst"
Let's make Rahane only the captain.,Rahane ko hi captain bana do yaar.,रहने को ही कैप्टन बना दो यार।,चलो रहाने को कप्तान ही बनाते हैं।,chalo rahaane coo kaptan hee banaate hain.
@vikaspgoel idea popped and i remembered this photo. then it was searched. ,@vikaspgoel idea aaya aur is photo ki yaad aayi. Fir dhunda gaya.,@विकासपगोएल आईडीईए आया और इस फोटो की याद आई. फिर ढूंडा गया।,@vikaspgoel आइडिया पॉप्ड हुआ और मुझे ये फोटो याद आया. फिर सर्च किया गया।,@vikaspgoel idea popped hua our mujhe yeye photo yaad aaya. fir search kiya gaya.
@NotSoNautankee We enjoyed a lot @Sand_In_Deed,@NotSoNautankee maza aa gaya  @Sand_In_Deed,@नॉटसनॉटंकी मज़ा आ गया  @सांड_इन_डीड,@NotSoNautankee हमने बहुत आनंद लिया @Sand_In_Deed,@notsonautankee hamane bahut anand lia @sand_in_deed
#AIB roast roaster roastest !! indeed it was roastest !! poor ranveer and arjun,#AIB Roast Roster Roastest ..!! Indeed it was Roastest ..!! Poor Ranveer n Arjun :D,#आईबी रोस्ट रोस्टर रोस्टेस्ट ..!! इंडीड इट वास रोस्टेस्ट ..!! पूर रणवीर न अर्जुन :डी,#AIB रोस्ट रोस्ट!! सच में ये रोस्ट था!! गरीब रणवीर और अर्जुन,#aib roast roast!! such main yeye roast tha!! garib ranveer our arjun
"brother, didn’t you go to Shashid’s marriage?",Bhai. Shahid ki shaadi mein nai gaye. ? ??,भाई. शाहिद की शादी में नई गये. ? ??,"भाई, आप शशिद की शादी में नहीं गए थे?","bhaai, aap shashid key shaadi main nahin gaye they?"
missing that time .Happy New Year  to all,missing dat tym .  .  .  happy new year all .  .  .  .,मिसिंग दत टीम .  .  .  हैपी न्यू यर अल्ल .  .  .  ।,मिस हो रहा है वह टाइम. हैप्पी न्यू ईयर टू ऑल,miss how rahaa hai wah time. happy nyu ear too aul
opportunity opportunity .... pakistani brothers now it is not necessary to save fireworks for world cup 2019 ... it's better u throw them .... ,Mauka mauka .... Pakistani Bhaiyon ab toh phatake 2019 w.c k liye bacchane ki jarurat nai ... It's better u throw them .... :p,मौका मौका .... पाकिस्तानी भाइयों अब तोह फटके २०१९ डब्लू.सी के लिए बच्चने की जरूरत नई ... इट'एस बेटर उ थ्रो थेम .... :प,अवसर... पाकिस्तानी भाई अब वर्ल्ड कप 2019 के लिए आतिशबाजी बचाने की जरूरत नहीं है... ये बेहतर है कि आप उन्हें फेंक दें...।,avsar... pakistani bhaai ab world cup 2019 key lie atishbaji bachaane key zaroorat nahin hai... yeye behtar hai kii aap unhein phenk dein....
@TheVacuumHead look at this girl carefully,@TheVacuumHead GAUR SE DEKHIYE ISS LADKI KO,@थेवाक्यूमहेड गौर से देखिए आईएस लड़की को,@TheVacuumHead इस लड़की को ध्यान से देखो,@thevacuumhead iss ladki coo dhyan say dekho
"Everyone was stuck to one another, but we #lost the #game :(",chipke to the sab log but we #lost #game:-(,चिपके तो थे सब लोग बट वे #लोस्ट #गेम:-(,"सब एक दूसरे से चिपके हुए थे, लेकिन हम #lost #game: (","sub ack doosare say chipke hue they, lekin humm #lost #game: ("
Lol Barkha ji does wonderspic.twitter.com / o2 Q8 S7 Pilp,Lol barkha ji kamaal karti hainpic.twitter.com/n2Q8S7pILp,लोल बरखा जी कमाल करती हैंपिक.ट्विटर.कॉम/न२क्यू८एस७पिल्प,लोल बरखा जी wonderspic.twitter.com/ओ2 क्यू8 एस7 पिल्प करता है,loll burkha jee wonderspic.twitter.com/oh2 cue8 ess7 pilp karta hai
"i mean, how do you win this bad life?","I mean, kaise jee lete ho aisi ghatiya zindagi?","आई मीन, कैसे जी लेते हो एआईएसआई घटिया जिंदगी?","मेरा मतलब है, आप इस खराब जीवन को कैसे जीतते हैं?","meraa matlab hai, aap iss kharab jeevan coo kaise jeetate hain?"
"do you sleep quietly?                                                                                                                 or do you fear azaan?
why do you fear controversial tweets?","Kya aap chup chaap sote hai?
Ya azaan se darte hai?
Aap controversial tweet kyun nahi karte hai?","क्या आप चुप छाप सोते है?
या अज़ान से डरते है?
आप कॉन्ट्रोवर्शियल ट्वीट क्यून नही करते है?",क्या आप चुपचाप सोते हैं? या अजान से डरते हैं? विवादास्पद ट्वीट्स से क्यों डरते हैं?,kya aap chupchaap sote hain? yaa azaan say darte hain? vivaadaaspad tweets say kyon darte hain?
how much is 2+2? pic.twitter.com/dn8qdQXN70,2 + 2 kitne hote hain?pic.twitter.com/dn8qdQXN70,२ + २ कितने होते हैं?पिक.ट्विटर.कॉम/दन८क्यूडीक्यूएक्सएन७०,2 + 2 कितना होता है? pic.twitter.com/dn8qdQXN70,2 + 2 kitna hota hai? pic.twitter.com/dn8qdqxn70
modi is involved in it https://twitter.com/indiatvnews/status/805726929504509953 ,Iss mein Modiji ka haath hai jihttps://twitter.com/indiatvnews/status/805726929504509953 …,आईएस में मोदीजी का हाथ है जिहत्तप्स://ट्विटर.कॉम/इंडियाटवन्यूज/स्टेटस/८०५७२६९२९५०४५०९९५३ …,मोदी इसमें शामिल है https://twitter.com/indiatvnews/status/805726929504509953,modi isamen shamil hai https://twitter.com/indiatvnews/status/805726929504509953
@MeeratTariq1 please do not laugh .. asked for this wish from my heart ! I want only one favor .. not too many !,@MeeratTariq1 hasso mat yaar .. bahut dil se maangi thi ye dua ! Sirf ek fawad chhaiye mujhe .. not too many ! :-),@मीरात्तरिक१ हस्सो मत यार .. बहुत दिल से मांगी थी ये दुआ ! सिर्फ एक फवाद छाइये मुझे .. नोट टू मानी ! :-),@MeeratTariq1 प्लीज हंसो मत................................................................................................................................................................................................,@meerattariq1 please hanso mutt................................................................................................................................................................................................
"a lot of water is dripping today, at the bottom, from the sky, and @ bolshoivooze @oxymoronik_mepik.tvitter.com/8x5gvpit9","Bahot paani tapak raha hai aaj, TL par, aasman se, aur... 
@BolshoyBooze @oxymoronic_mepic.twitter.com/8h5rqVPyt9","बहोत पानी टपक रहा है आज, टीएल पर, आसमान से, और... 
@बोलशोयबूज़े @ऑक्सीमोरोनिक_मैपिक.ट्विटर.कॉम/८ह५आरक्यूवीपीआईटी९","आज बहुत पानी टपक रहा है, नीचे, आसमान से, और @बोलशोइवूज़ @oxymoronik_mepik.tvitter.com/8x5gvpit9","aaj bahut paani tapak rahaa hai, niche, aasmaan say, our @bolshoivuz @oxymoronik_mepik.tvitter.com/8x5gvpit9"
@Being_Humor kid this time you went ahead lets see next time https://twitter.com/dna/status/854416754172362756,@Being_Humor Beta iss baar to tu aage nikal gaya.. Agli baar dekh liyo,@बेइंग_ह्यूमर बेटा आईएस बार तो टू आगे निकल गया.. अगली बार देख लियो,@Being_Humor किड इस बार आप आगे गए लेट्स सी नेक्स्ट टाइम https://twitter.com/dna/status/854416754172362756,@being_humor kid iss baar aap aage gaye lets see next time https://twitter.com/dna/status/854416754172362756
all that is fine. but who ordered ras malayi with green apple mojito ??,Wo sab toh theek hai .. But yeh green apple mojito k saath Ras malayi kisne mangayi ??,वो सब तोह ठीक है .. बट येह ग्रीन एपल मोजितो के साथ रस मलाई किसने मंगाई ??,ये सब तो ठीक है...................................................................................................................................................................................................,yeye sub too theek hai...................................................................................................................................................................................................
"@olacabs didn't tell me. this is pure injustice, mr.chikna",Mujhe @Olacabs ne nahi bataya! Ye sarasar na insaafi hai Chikna bhai,मुझे @ओलाकैब्स ने नही बताया! ये सरासर ना इंसाफी है चिकना भाई,"@olacabs मुझे नहीं बताया. ये शुद्ध अन्याय है, mr.chikna","@olacabs mujhe nahin bataaya. yeye shuddh anyay hai, mr.chikna"
""" success saturday "" - having a great time at the 4th annual girlfriend group celebration !@someUSER wood @someUSER cofield @someUSER mad ox",""" success saturday "" - having a great time at the 4th annual girlfriend group celebration !@someUSER wood @someUSER cofield @someUSER maddox",""" सक्सेस सतुर्दय "" - हैविंग आ ग्रेट टाइम एट थे ४थ एनुअल गर्लफ्रेंड ग्रुप सेलिब्रेशन !@सोम्यूजर वुड @सोम्यूजर कॉफील्ड @सोम्यूजर मैडॉक्स","""सक्सेस सैटरडे""-हैंग अ ग्रेट टाइम एट थे फोर्थ एनुअल गर्लफ्रैंड ग्रुप सेलिब्रेशन! @someUSER वुड @someUSER कोफील्ड @someUSER मैड ऑक्स","""saxes satterday""-hang aa grate time ait they forth annual girlfriend group celebration! @someuser wood @someuser coffield @someuser maid aux"
salman sir please tell me when you will be online again or i'll stay awake the entire night waiting for you. please brother reply once...,Salman sir aap fir kb online rahoge plz bta do na... Wrna mai puri raat jgi rhungi or apka wait krungi. Plz bhaieya 1 reply.....,सलमान सिर आप फिर केबी ऑनलाइन रहोगे पीएलज़ बता दो ना... वरना मई पूरी रात जेजीआई रहूंगी ओर आपका वैट करूंगी. पीएलज़ भैया १ रिप्लाई.....,सलमान साहब फिर से कब ऑनलाइन होंगे या मैं पूरी रात जाग कर तेरा इंतज़ार करूँगा. भाई एक बार जवाब दो...,salman sahab fir say cub online honge yaa main poori raat zag cur terra intazaar karoonga. bhaai ack baar jawab doe...
@kamleshneema @SonyTV i do not have a name but i do not know why people call me pk-pk? #PKTonight @SonyTV,@kamleshneema @SonyTV Naam kucho naahi hai humaar lekin pata nahi kaahey sab log humka PK-PK bulawat hai? #PKTonight @SonyTV,@कमलेशनीमा @सोनीटीवी नाम कुचो नाही है हमार लेकिन पता नही काहे सब लोग हमका पीके-पीके बुलावत है? #पेक्टोनाइट @सोनीटीवी,@kamleshneema @SonyTV मेरा नाम नहीं है लेकिन मुझे नहीं पता लोग मुझे pk-pk क्यों बुलाते हैं? #PKTonight @SonyTV,@kamleshneema @sonytv meraa naam nahin hai lekin mujhe nahin patta log mujhe pk-pk kyon bulaate hain? #pktonight @sonytv
@Alllahdin keep going!,@Alllahdin lage raho!,@अल्लाहदीन लगे रहो!,@Alllahdin चलते रहो!,@alllahdin chalte raho!
@KyaUkhaadLega @Being_Humor @coolfunnytshirt @Ojasismachha it's a tweet.,@KyaUkhaadLega @Being_Humor @coolfunnytshirt @Ojasismachha tweet hai,@क्यौखादलेगा @बेइंग_ह्यूमर @कूलफनिटशर्ट @ओजसिस्मछा ट्वीट है,@KyaUkhaadLega @Being_Humor @coolfunnytshirt @Ojasismachha ये एक ट्वीट है।,@kyaukhaadlega @being_humor @coolfunnytshirt @ojasismachha yeye ack tweet hai.
offer the fire of hate with water of love. #Emo,"Nafrat ki aag ko mohabbat ke paani se bhujao.
#Emo","नफरत की आग को मोहब्बत के पानी से भुजाओ.
#ईएमओ",प्यार के पानी के साथ नफरत की आग की पेशकश करें। #Emo,pyaar key paani key saath nafrat key aug key peshkash karein. #emo
"i hope gayle doesn't go and start dancing with kohli, virat will forget the friendship!","Gayle kahin josh me Kohli ke sath dance karne naa chala jaye, Virat dosti bhul jayega !","गेले कहीं जोश मे कोहली के साथ डांस करने ना चला जाए, विराट दोस्ती भूल जाएगा !","आई होप गेल्स डोन्ट गो एंड स्टार्ट डांस विथ कोहली, विराट विल फॉरगेट द फ्रेंडशिप!","aayi hope gales dont goo end start dance with kohli, virat will forget dada friendship!"
It's not possible for you to personally reply to everyone. So you said thanks to everyone at once. That's good.,Apke liye possible nai hai sbko persanaly reply krna to apne ek bar me sbko thanx bol diya..acha hai..,आपके लिए पॉसिबल नई है सबको पर्सनली रिप्लाई करना तो अपने एक बार मे सबको थैंक्स बोल दिया..अचा है..,व्यक्तिगत रूप से हर किसी को जवाब देना आपके लिए संभव नहीं है. तो आपने एक बार में सभी को धन्यवाद कहा. ये अच्छा है।,vyaktigat roop say hear kissy coo jawab denaa aapke lie sambhav nahin hai. too aapane ack baar main sabhi coo dhanyavaad kahaa. yeye achcha hai.
@sailorsmoon haha. very good joke. Tell me one more brother,@sailorsmoon Haha.. Very good joke.. ek aur suna na bhai,@सेलर्समून हाहा.. वेरी गुड जोक.. एक और सुना ना भाई,@sailorsmoon हाहा. बहुत अच्छा जोक. एक और भाई बता दो,@sailorsmoon haha. bahut achcha joke. ack our bhaai bata doe
@PRINCEALYASEEN3 you will know that 10 minutes after the film starts.,@PRINCEALYASEEN3 wo to film shuru hone ke 10 minute baad hi aapko pata chal jayega.,@प्रिन्सियल्यासीन३ वो तो फिल्म शुरू होने के १० मिनिट बाद ही आपको पता चल जाएगा।,@PRINCEALYASEEN3 फिल्म शुरू होने के 10 मिनट बाद आपको पता चल जाएगा।,@princealyaseen3 film shuru honey key 10 minute baad aapko patta chal jayega.
@LoKarDi_RT i want to stick a poster in your face,@LoKarDi_RT tere muh par bhi plaster lagana hai mujhe,@लोकर्दी_आरटी तेरे मुह पर भी प्लास्टर लगाना है मुझे,@LoKarDi_RT तेरे चेहरे पर पोस्टर चिपकाना चाहता हूँ,@lokardi_rt there chehare per poster chipkana chaahata hoon
The sweet distributed on Republic Day was awesome!,gantantra divas ke laddu wah bhai kya baat kya baat kya baat .  .  .,गणतंत्र दिवस के लड्डू वाह भाई क्या बात क्या बात क्या बात .  .  ।,गणतंत्र दिवस पर वितरित मिठाई कमाल की थी!,gantantra divas per vitarit mithaai kamal key thee!
@nisheethsharan this is the situation before winning elections. you yourself think what will happen after winning   #NitishLaluSting,@nisheethsharan Election jeetne se pehle ye haal hai..Jeetne k baad kya hoga khud he sochiye  #NitishLaluSting,@निशीथशरण इलेक्शन जीतने से पहले ये हाल है..जीतने के बाद क्या होगा खुद हे सोचिए  #निटिशलालस्टिंग,@nisheethsharan ये चुनाव जीतने से पहले की स्थिति है. आप खुद सोचते हैं कि जीतने के बाद क्या होगा #NitishLaluSting,@nisheethsharan yeye chunaav jeetane say pehle key sthiti hai. aap khud sochate hain kii jeetane key baad kya hoga #nitishlalusting
"RT @Mrityunjoykjha : My favourite Shiv Bhajan "" Hari Om Tatsat "" by Ustad Bade Ghulam Ali Khan Saheb #MahaShivratri https://t.co/jxon0VW90l","RT @Mrityunjoykjha : My fav Shiv Bhajan "" Hari Om Tatsat "" by Ustad Bade Ghulam Ali Khan Saheb #MahaShivratri https://t.co/jxon0VW90l","आरटी @मृत्युंजोयक्झा : माई फाव शिव भजन "" हरी ओम तत्सत "" बी उस्ताद बड़े घुलम अली खान साहेब #महाशिवरात्रि एचटीटीपीएस://टी.सीओ/जेएक्सओएन०व्यू९०एल","आरटी @Mrityunjoykjha: माई फेवरेट शिव भजन ""हरि ओम ततसत"" उस्ताद बड़े गुलाम अली खान साहब #MahaShivratri https://t.co/jxon0VW90l","rt @mrityunjoykjha: maaee favorate shiv bhajan ""hurry ome tatsat"" ustaad badey gulam ally khaan sahab #mahashivratri https://t.co/jxon0vw90l"
hundreds of salutations to mahatma gandhi,mahatma gandhi ko sat sat naman .,महात्मा गांधी को सत सत नमन ।,महात्मा गांधी को शत-शत नमन,mahatma gandhi coo shat-shat naman
retweet @no1_Villain : tomorrow's sunday man ... still no one is active today,RT @no1_Villain : Kal Sunday hai yarrr .. pher bhi koi aj active nhi hai .. Ã°Å¸Ëœâ€˜Ã°Å¸Ëœâ€˜,आरटी @नो१_विलेन : कल संडे है यार .. फेर भी कोई अज एक्टिव नही है .. ã°å¸ëœâ€˜ã°å¸ëœâ€˜,रीट्वीट @no1_Villain: टुमॉरोज़ संडे मैन.. स्टिल नो वन इस एक्टिव टुडे,retweet @no1_villain: tumorose sandey main.. still now vann iss active tude
