english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
"you should start dating me, nothing like this will happen between us.","tum mujhe date karna chalu kar do, aisa kuch nahi hoga hamare beech.","तुम मुझे डेट करना चालू कर दो, एआईएसए कुच नही होगा हमारे बीच।","आपको मुझे डेट करना शुरू कर देना चाहिए, हमारे बीच ऐसा कुछ नहीं होगा।","aapko mujhe date karna shuru cur denaa chaahiye, hamare beach aisaa kuchha nahin hoga."
@Heerahee you are great ,@Heerahee tu mahan hai,@हीरही टू महान है,@Heerahee आप महान हैं,@heerahee aap mahaan hain
obama made fun of modi,modi ka majak to obama ne udaya tha :-d,मोदी का मजाक तो ओबामा ने उदय था :-डी,ओबामा ने मोदी का मजाक उड़ाया,obama nay modi kaa majaak udaaya
@ ek_samosa_dena @ bolshoybuze sawan's side looks so green,@ek_samosa_dena @BolshoyBooze saawan ke nadhe ko toh hariyali dikhti hai,@एक_समोसा_देना @बोलशोयबूज़े सावन के नाधे को तोह हरियाली दिखती है,@एक _ समोसा _ डेना @बोल्शोयबुज़ सावन का पक्ष इतना हरा दिखता है,@ack _ samosa _ denna @bolshoybuz saavan kaa paksh itna haraa dikhta hai
"live for love , die for love.",PYAR KE LIYE JEENA PYAR KE LIYE MARNA!,प्यार के लिए जीना प्यार के लिए मारना!,"प्यार के लिए जियो, प्यार के लिए मरो।","pyaar key lie geo, pyaar key lie maro."
land conservation announcement on monday: governor mitch daniels and lt. governor becky skillman will make a lan . . . http/URL #nashville,land conservation announcement monday: gov . mitch daniels and lt . gov . becky skillman will make a lan . . . http/URL #nashville,लैंड कंजर्वेशन अनाउंसमेंट मंडे: गोव . मिच डेनियल्स एंड ल्ट . गोव . बेकी स्किलमन विल मेक आ लान . . . एचटीटीपी/उर्ल #नैशविले,सोमवार को भूमि संरक्षण की घोषणाः गवर्नर मिच डेनियल्स और लेफ्टिनेंट गवर्नर बेकी स्कीलमैन एक लेन बनायेंगे..............................................................................................................................................................................,somwar coo bhoomi sanrakshan key ghoshanaah governor mitch denials our leftinent governor becky skillman ack laine banaayenge..............................................................................................................................................................................
"with the amount of chocolate i've eaten today ,i'll just call it chocolate day .and i shall have one every yea- mon- week .","with the amount of chocolate i've eaten today ,i'll just call it chocolate day .and i shall have one every yea- mon- week .","विथ थे अमाउंट ओएफ चॉकलेट आई'वे ईटन तोड़े ,आई'ल्ल जस्ट कॉल इट चॉकलेट डे .एंड आई शाल हेव ओने एवरी ये- मोन- वीक ।","आज जितना चॉकलेट मैंने खाया है, मैं उसे सिर्फ चॉकलेट डे कहूंगा। और मैं हर साल एक चॉकलेट खाऊंगा।","aaj jitna chocolate maine khaaya hai, main use sirf chocolate day kahoonga. our main hear saal ack chocolate khaaunga."
@someUSER have a great time tomorrow! maybe come to belgium?! :d ,"@someUSER have a great time tomorrow,and maybe can you come to belgium?!:d xx","@सोम्यूजर हेव आ ग्रेट टाइम टॉमोरो,एंड मेबे कैन यू कोम तो बेल्जियम?!:डी एक्सएक्स",@someUSER कल अच्छा समय बिताएँ! शायद बेल्जियम आ जाएँ?!: d,@someuser call achcha samay bitaayen! shayed belgium aa jaaen?!: d
@Integrated_me liked a girl's profile picture and also commented below...neeraj do you also do this type of things,@Integrated_me ek ladki ka profile pic like kiya to kisi ne nichey comment kar diya...neeraj ji aap bhi ye shauq rakhte hain.,@इंटीग्रेटेड_मे एक लड़की का प्रोफाइल पिक लाइक किया तो किसी ने नीचे कमेंट कर दिया...नीरज जी आप भी ये शौक रखते हैं।,@Integrated_me को एक लड़की की प्रोफ़ाइल तस्वीर पसंद आई और नीचे टिप्पणी भी की... नीरज क्या आप भी इस तरह के काम करते हैं?,@integrated_me coo ack ladki key profile tasveer pasand aayi our niche tippani bhi key... neeraj kya aap bhi iss tarah key kaam karate hain?
toh dekha aapne kese is page ne is insaan ki zindgi badal di. . . toh jaldi like kijiye ye page. . . aur apni zindgi mein badlaav mehsus kijiye. . : d,toh dekha aapne kese is page ne is insaan ki zindgi badal di...toh jaldi like kijiye ye page...aur apni zindgi mein badlaav mehsus kijiye..:d,तोह देखा आपने केसे इस पेज ने इस इंसान की जिंदगी बदल दी...तोह जल्दी लाइक कीजिए ये पेज...और अपनी जिंदगी में बदलाव महसूस कीजिए..:डी,तो देखा आपके पेज ने है इन्सान की जिंदगी बदल दी... तो हल्दी जैसे कि कीजिए ये पेज... और अपनी जिंदगी में बदलाओ मेहसूस कीजिए...: डी,too dekhaa aapke pages nay hai insaan key jindagi badal dee... too haldi jaise kii keejiye yeye pages... our apni jindagi main badalaao mehsoos keejiye...: die
"@someUSER me and katie are busy after school we have to go to playtoes and have some stuff to do .  but saturday morning , lets do it !  then let's go the beach.",@someUSER me and katie are busy after school we have to go to playtoes and stuff .  but saturday morning .  lets do it !  then beach,@सोम्यूजर मे एंड काटी अरे बसी आफ्टर स्कूल वे हेव तो गो तो प्लेटों एंड स्टफ .  बट सतुर्दय मॉर्निंग .  लेट्स दो इट !  थें बीच,"@someUSER मैं और कैटी स्कूल के बाद व्यस्त हैं हमें खेलने के लिए खेलना है और कुछ काम करना है। लेकिन शनिवार की सुबह, चलो इसे करते हैं! फिर चलो समुद्र तट पर चलते हैं।","@someuser main our catty school key baad vyast hain hamein khelane key lie khelna hai our kuchha kaam karna hai. lekin shaniwar key subah, chalo ise karate hain! fir chalo samudra that per chalte hain."
@smaan09 thanks saurabh. it is good to meet you.,@smaan09 shukriya saurabh...achcha laga aapse milkar,@समान०९ शुक्रिया सौरभ...अच्छा लगा आपसे मिलकर,@smaan09 धन्यवाद सौरभ. आपसे मिलकर अच्छा लगा।,@smaan09 dhanyavaad saurabh. aapse milkar achcha lagaa.
"@someUSER a betrayed wife is legally allowed to kill her adulterous husband, but may only do so with her bare hands. (hong kong)","@someUSER a betrayed wife is legally allowed to kill her adulterous husband ,  but may only do so with her bare hands .  (hong kong)","@सोम्यूजर आ बेत्रायेद वाइफ इस लीगली एलोव्ड तो किल हेर एडल्टरस हसबैंड ,  बट मे ओनली दो सो विथ हेर बारे हैंड्स .  (होंग कोंग)","@someUSER एक विश्वासघात की गई पत्नी को कानूनी रूप से अपने व्यभिचारी पति को मारने की अनुमति है, लेकिन ऐसा केवल अपने नंगे हाथों से ही कर सकती है।","@someuser ack vishvaasghaat key gayee patni coo kanuni roop say apane vyabhichaari pati coo maarne key anumati hai, lekin aisaa kewal apane nange haathon say hee cur sakati hai."
@witchybitchygal this is the fruit of your actions only.,@witchybitchygal Ye sab aapke karmo ka hi phal hai,@विचीबिचीगल ये सब आपके कर्मों का ही फल है,@witchybitchygal यह केवल आपके कार्यों का फल है।,@witchybitchygal yeah kewal aapke kaaryon kaa full hai.
@MildlyClassic big brother has got addicted to twitter. he tweets or retweets anything0 just like his batting.,@MildlyClassic paaji ko twitter ka chaska lag gaya hai. Kuch bhi tweet retweet karte hain just like his batting.,@माइल्डलाइक्लासिक पाजी को ट्विटर का चस्का लग गया है. कुच भी ट्वीट रिट्वीट करते हैं जस्ट लाइक हिस बैटिंग।,@MildlyClassic बड़े भाई को ट्विटर की लत लग गई है. वह अपनी बल्लेबाजी की तरह ही कुछ भी ट्वीट या रीट्वीट करता है।,@mildlyclassic badey bhaai coo twitter key lata lag gayee hai. wah apni ballebaji key tarah hee kuchha bhi tweet yaa retweet karta hai.
rt @alohomora0606 : i don't understand from which angle does that alien looks good ? i mean d3 was legendary but d4 ? ohh god!!,RT @alohomora0606 : Meko yeh samajh nahi aata ki kis angle se wo alien ek accha actor lagta hai ? I mean D3 was legendaryðŸ˜ But D4 ? Hey Bhagwaâ€¦,आरटी @अलोहोमोरा०६०६ : मेको येह समझ नही आता की किस एंगल से वो एलियन एक अच्छ एक्टर लगता है ? आई मीन डी३ वास लेजेंडरीðÿ˜ बट डी४ ? हे भगवाâ€¦,rt @alohomora0606: मुझे समझ में नहीं आता कि वह एलियन किस कोण से अच्छा दिखता है? मेरा मतलब है कि d3 पौराणिक था लेकिन d4? ओह भगवान!!,rt @alohomora0606: mujhe samajh main nahin aata kii wah allion kiss konn say achcha dikhta hai? meraa matlab hai kii d3 pauraanik tha lekin d4? oh bhagwan!!
"@MeetUunngLee sab fida hai tujh par, ruk search kar ke batata hu","@MeetUunngLee sab fida hai tujh par, ruk search kar ke batata hu","@मीटूँगली सब फिदा है तुझ पर, रुक सर्च कर के बताता हू","@MeetUunngLee सब फ़िदा है तुझ पर, रुक सर्च कर के बटाटा हू","@meetuunnglee sub fidaa hai tujh per, rook search cur key batata hoo"
"my head is fine now, but my heart has started to ache.",sir ka dard theek ho gaya.. dil ki bhad gaya,सिर का दर्द ठीक हो गया.. दिल की भाद गया,"मेरा सिर अब ठीक है, लेकिन मेरा दिल दर्द करने लगा है।","meraa sir ab theek hai, lekin meraa dill dard karane lagaa hai."
"@runjhunmehrotra this is why only half of the things is told, half cavity and half root canal, understand the technicality behind it","@runjhunmehrotra isiliy toh aadhi batein boli, aadha cavity aadha root kanal. Technicality ko samjho","@रुंझुनमेहरोत्रा इसिलिय तोह आधी बतें बोली, आधा कैविटी आधा रूट कनाल. टेक्निकैलिटी को समझो","@runjhunmehrotra यही कारण है कि केवल आधी चीजें बताई जाती हैं, आधी गुहा और आधी जड़ नहर, इसके पीछे की तकनीकीता को समझें।","@runjhunmehrotra yahee kaaran hai kii kewal aadhi cheejen bataai jaati hain, aadhi guha our aadhi jarh nahar, isake peechhe key taknikita coo samajhen."
@misery_star all girls are fans of krishna @witchybitchygal @Atheist_Krishna,@misery_star saari ladkiya Krishna ki fan hai @witchybitchygal @Atheist_Krishna,@मिसरी_स्टार सारी लड़किया कृष्ण की फैन है @विचीबिचीगल @एथीस्ट_कृष्ण,@misery_star सभी लड़कियाँ कृष्ण की प्रशंसक हैं @witchybitchygal @Atheist_Krishna,@misery_star sabhi ladakiyan krishna key prashansak hain @witchybitchygal @atheist_krishna
where is the button for superlike,"superlike ka button kaha hai ,  mil nahi raha hai . ","सुपरलाइक का बटन कहा है ,  मिल नही रहा है ।",सुपरलाइक के लिए बटन कहाँ है,superlike key lie button kahaan hai
what did i do. they didn’t accept @GST. but i had uploaded my #bill,"Yeh mene kya ""Kiya unhone #GST nehi liya. But mene toh #bill upload kiya","येह मेने क्या ""किया उन्होंने #जीएसटी नेही लिया. बट मेने तोह #बिल अपलोड किया",मैंने क्या किया. उन्होंने @GST स्वीकार नहीं किया. लेकिन मैंने अपना #bill अपलोड किया था,maine kya kiya. unhone @gst sweekaar nahin kiya. lekin maine apna #bill uploaded kiya tha
is modi ji going to say something about the bloodshot issue? liberals.,Kya Modi ji Bloodshot issue par kuch kahenge ?? ~ Liberals,क्या मोदी जी ब्लडशॉट इश्यू पर कुच कहेंगे ?? ~ लिबरल्स,क्या मोदी जी रक्तपात के मुद्दे पर कुछ कहने जा रहे हैं? उदारवादी।,kya modi jee raktapaat key mudde per kuchha kahane jaa rahe hain? udaarvaadi.
@AndColorPockeT it has been one year,@AndColorPockeT ek saal ho gaya yaha,@एंडकलरपॉकेट एक साल हो गया याहा,@AndColorPockeT एक साल हो गया है,@andcolorpocket ack saal how gaya hai
@RoflGandhi_ even guruji is benefitted by #RightToPrivacy. now he can do anything in the secret room in privacy.,@RoflGandhi_ Guruji ko Bhi #RightToPrivacy se Faayda hua hai 0 Ab woh Secret room me privacy me kuch bhi kar sakte hai,@रोफलगांधी_ गुरुजी को भी #राइटोप्राइवेसी से फायदा हुआ है ० अब वोह सीक्रेट रूम मे प्राइवेसी मे कुच भी कर सकते है,@RoflGandhi_ यहाँ तक कि गुरुजी भी #RightToPrivacy से लाभान्वित होते हैं. अब वे गुप्त कमरे में कुछ भी कर सकते हैं।,@roflgandhi_ yahan tuck kii guruji bhi #righttoprivacy say labhanvit hote hain. ab way gupta kamare main kuchha bhi cur sakate hain.
Question: Who started this? https://twitter.com/sardesairajdeep/status/626796711638241280,Que: Shuru kisne kiya?https://twitter.com/sardesairajdeep/status/626796711638241280Â â€¦,क्यू: शुरू किसने किया?एचटीटीपीएस://ट्विटर.कॉम/सरदेसाईराजदीप/स्टेटस/६२६७९६७११६३८२४१२८०â â€¦,प्रश्नः इसे किसने शुरू किया? https://twitter.com/sardesairajdeep/status/626796711638241280,prashnah ise kisane shuru kiya? https://twitter.com/sardesairajdeep/status/626796711638241280
sir played the wistle which belongs to guddu.,prestige ki whistle bajaa di sir ne guddu ki :d :d,प्रेस्टीज की व्हिसल बजा दी सिर ने गुड्डू की :डी :डी,सर ने व्हिसल बजाया जो गुड्डू का है।,ser nay whissel bajaaya zoo guddu kaa hai.
@Atheist_Krishna look at this bomb.,@Atheist_Krishna ye dekh pataka guddipic.twitter.com/xGXOJ1qs88,@एथीस्ट_कृष्ण ये देख पटका गुडिपिक.ट्विटर.कॉम/एक्सजीएक्सओज१क्यूएस८८,@Atheist_Krishna इस बम को देखें।,@atheist_krishna iss bum coo dekhein.
"your feats are amzing pandy ji, this much vett??",Kmal krty ho pandy g itna sara vett??,कमाल कृत्य हो पैंडी जी इतना सारा वेट??,"आपके कारनामे आश्चर्यचकित कर रहे हैं पांडी जी, इतने पशु चिकित्सक??","aapke karname aashcharyachakit cur rahe hain pandi jee, itane pashu chikitsak??"
@Priya_Menon let's get hugs and kisses. let's make eye contact,@Priya_Menon Le pappiya jhappiya paale hum. Ankhiyon ke pech ladaa le hum?,@प्रिया_मेनन ले पप्पिया झप्पिया पाले हम. अंखियों के पेच लड़ा ले हम?,@Priya_Menon चलो गले मिलते हैं और चुंबन करते हैं। चलो आँखों से संपर्क करते हैं,@priya_menon chalo gale milate hain our chumban karate hain. chalo aankho say sampark karate hain
@Fussy_Ca even i want to blow it @angryoungwoman,@Fussy_Ca mujhe bhi fookna hai @angryoungwoman,@फसी_सीए मुझे भी फूकना है @एंग्रयंगवुमन,@Fussy_Ca यहाँ तक कि मैं इसे उड़ाना चाहता हूँ @angryoungwoman,@fussy_ca yahan tuck kii main ise udaanaa chaahata hoon @angryoungwoman
@dramebaaz_ani too much bad thoughts,@dramebaaz_ani bahot hi ghatiya soch,@ड्रामेबाज_आनी बहोत ही घटिया सोच,@dramebaaz_ani बहुत ज़्यादा बुरे विचार,@dramebaaz_ani bahut zyada bure vichaar
"@BolshoyBooze saturday is holiday anyway, it's raining heavily since 3 days","@BolshoyBooze Saturday waise bhi chutti hoti hai, baarish toh bhayankat lagi hai 3 din se","@बोलशोयबूज़े सतुर्दय वैसे भी छुट्टी होती है, बारिश तोह भयंकट लगी है ३ दिन से","@BolshoyBooze शनिवार वैसे भी छुट्टी है, 3 दिनों से भारी बारिश हो रही है","@bolshoybooze shaniwar vaise bhi chhutti hai, 3 dino say bhari barish how rahee hai"
@kingjulian147 @Allahdin lets love each other at the fullest,@kingjulian147 @Alllahdin khullam khulla pyar karenge him dono,@किंगजुलियन१४७ @अल्लाहदीन खुल्लम खुल्ला प्यार करेंगे हिम डोनो,@kingjulian147 @Allahdin आइए एक-दूसरे से पूरा प्यार करें,@kingjulian147 @allahdin ia ack-doosare say puuraa pyaar karein
"om is the faith , om is the belief. om helps us start our day well. salutations to lord shiva. happy mahashivaratri.","Om hi Ashta , Om Vishwas , Om se hoti hai din ki shubh shuruvat , Om Namah Shivay . MahaShivratri ki hardik shubhkamnayein .","ओम ही अष्ट , ओम विश्वास , ओम से होती है दिन की शुभ शुरुवात , ओम नमाह शिवाय . महाशिवरात्रि की हार्दिक शुभकामनाएं ।","ओम विश्वास है, ओम विश्वास है. ओम हमें अपने दिन की अच्छी शुरुआत करने में मदद करता है. भगवान शिव को नमस्कार. महाशिवरात्रि की शुभ कामनाएँ।","ome vishvaas hai, ome vishvaas hai. ome hamein apane dinn key acchi shuruat karane main madad karta hai. bhagwan shiv coo namaskar. mahashivaratri key shubh kaamanaaen."
"salman, your fans love you not because of your religion but because you are indian first. and all your fans do love you irrespective of their religion",Salman apke fans pahle apka dharm nhi.....apke Indian pahle hone ki vajah se pasand karte h. Aur apke sbhi chahne wale ka koi bi dharm ho.salman aap Hiro ho unke,सलमान आपके फैंस पहले आपका धर्म नही.....आपके इंडियन पहले होने की वजह से पसंद करते ह. और आपके सभी चाहने वाले का कोई बी धर्म हो.सलमान आप हीरो हो उनके,"सलमान, आपके प्रशंसक आपको आपके धर्म के कारण प्यार नहीं करते हैं, बल्कि इसलिए करते हैं कि आप पहले भारतीय हैं और आपके सभी प्रशंसक आपको प्यार करते हैं, चाहे वे किसी भी धर्म के हों।","salman, aapke prashansak aapko aapke dharma key kaaran pyaar nahin karate hain, bulky isaliye karate hain kii aap pehle bhaaratiya hain our aapke sabhi prashansak aapko pyaar karate hain, chaahe way kissy bhi dharma key hone."
madam #YuvaDekhtaHai show properly.,Madam #YuvaDekhtaHai zara theek se dikhao.,मदम #युवादेखताहै ज़रा ठीक से दिखाओ।,मैडम #YuvaDekhtaHai ठीक से दिखाएँ।,maidam #yuvadekhtahai theek say dikhaaen.
"this doesn't happen always in all cases, why are you defaming teachers? ","this doesn't happen always in all cases kyo  ,  teachers ko badnam kar rahe ho  ? ","थिस डोएसएन'टी हैपन अलवेज इन अल्ल केसों क्यो  ,  टीचर्स को बदनाम कर रहे हो  ?","ऐसा हमेशा नहीं होता है, आप शिक्षकों को बदनाम क्यों कर रहे हैं?","aisaa hamesha nahin hota hai, aap shikshakon coo badnaam kyon cur rahe hain?"
@Sonu_ChaiPoha still poke.,@Sonu_ChaiPoha aur karo ungli,@सोनू_चैपोहा और करो उंगली,@Sonu_ChaiPoha अभी भी दबा हुआ है।,@sonu_chaipoha abhi bhi dabba hua hai.
Happy Mahashivratri to all . Shivji would direct everyone to right path. Shivay Shivay Shivay,Happy Mahashivratri to all . Shivji sabko sahi raah dikhayen . Shivay Shivay Shivay,हैपी महाशिवरात्रि तो अल्ल . शिवजी सबको सही राह दिखाएं . शिवाय शिवाय शिवाय,सभी को महाशिवरात्रि की हार्दिक बधाइयाँ। शिव जी सभी को सही रास्ते पर ले जाएँगे। शिवाय शिवाय शिवाय,sabhi coo mahashivaratri key haardik badhaaiyaan. shiv jee sabhi coo sahi raaste per lay jayenge. shivaay shivaay shivaay
"hey man, @MeetUunngLee except you and me, who all are awake now?",Arre yaar @MeetUunngLee tere aur mere siwa kaun jaaga hai yaha?,अर्रे यार @मीटूँगली तेरे और मेरे सिवा कौन जागा है याहा?,"अरे यार, @MeetUunngLee सिवाय तुम्हारे और मेरे, अब कौन-कौन जाग रहे हैं?","array yaar, @meetuunnglee sivaay tumhare our mere, ab coun-coun zag rahe hain?"
"if someone rapes your lovely sister and kills her by stabbing in private place, would you then also wear the mask of non-violence and preach them",Agar tumhara payari bahan ko koi rape kare aur private place mein chaku markar khatam karde to tum ahinsa ki mukhota pahankar oose samjao ge ???,अगर तुम्हारा पायरी बहन को कोई रेप करे और प्राइवेट प्लेस में चाकू मारकर खतम करदे तो तुम अहिंसा की मुखोटा पहनकर ऊसे समजाओ गे ???,"अगर कोई आपकी प्यारी बहन के साथ बलात्कार करता है और उसे निजी स्थान पर चाकू मारकर मार देता है, तो क्या आप भी अहिंसा का मुखौटा पहनेंगे और उन्हें उपदेश देंगे?","agar koi aapaki pyaari behen key saath balatkar karta hai our use niji sthan per chaku marker maar deta hai, too kya aap bhi ahinsa kaa mukhauta pahanenge our unhein upadesh denge?"
your harmstrings muscles will break sweetheart. @BabitaPhogat,ghutne ki nase phat jaegi jaaneman @BabitaPhogat,घुटने की नसे फट जाएगी जानेमन @बाबिताफोगत,आपकी हार्मस्ट्रिंग्स की मांसपेशियां टूट जाएंगी प्यारी। @BabitaPhogat,aapaki harmsterings key maanspeshiyaan toot jaayengi pyaari. @babitaphogat
.@Atheist_Krishna this should be done to you @KyaUkhaadLegapic.twitter.com/aDuATGkSTs,.@Atheist_Krishna tere saath ye karna chahiye @KyaUkhaadLegapic.twitter.com/aDuATGkSTs,.@एथीस्ट_कृष्ण तेरे साथ ये करना चाहिए @क्यौखादलेगपिक.ट्विटर.कॉम/एजुएटीजीकेएसटीएस,. @Atheist_Krishna यह आपके साथ किया जाना चाहिए @KyaUkhaadLegapic.twitter.com/aDuATGkSTs,. @atheist_krishna yeah aapke saath kiya jaanaa chaahiye @kyaukhaadlegapic.twitter.com/aduatgksts
the english came empty handed and are now also going empty handed. #INDvENG #T20 #Viru #Kohli,"Eng khali haath aaye the "" khaali haath jaa rhe hain .. haha #INDvENG #T20 #Viru #Kohli","इंग खाली हाथ आये थे "" खाली हाथ जा रहे हैं .. हाहा #इंडवेंग #टी२० #वीरू #कोहली",अँग्रेजी खाली हाथ आए और अब खाली हाथ भी जा रहे हैं।,angrezi khaali haath aye our ab khaali haath bhi jaa rahe hain.
@Singhlicious yes brother.,@Singhlicious haan bhai.,@सिंघलिशियस हाँ भाई।,@Singhlicious हाँ भाई।,@singhlicious haan bhaai.
Ha ha ha thanks bro :),ha ha ha thanks bhai :),हा हा हा थैंक्स भाई :),हा हा हा धन्यवाद भाईः),haha haha haha dhanyavaad bhaaih)
"@KyaUkhaadLega hahaha. to eat food, make arrangement for plato.",@KyaUkhaadLega hahaha. Khana khaney ke liye Plato ka bandobast bhi kar lena.,@क्यौखादलेगा हाहाहा. खाना खाने के लिए प्लेटो का बंदोबस्त भी कर लेना।,"@KyaUkhaadLega हाहाहा. खाना खाने के लिए, प्लैटो की व्यवस्था करें।","@kyaukhaadlega hahaha. khana khane key lie, plato key vyavastha karein."
That's not cool buddy ...,That's not cool buddy ...,थाट'एस नोट कूल बडी ...,यह अच्छा नहीं है दोस्त...,yeah achcha nahin hai dost...
#InsafianTheLosers are those who win after losing( moral victories ) while Patwaris are those who lose even after wining.,"#InsafianTheLosers Yeah but "" Haar Kay jeetnay Walay "" ( moral victories ) while Patwaris are "" Jeet Kay bhi Harnay Waly ""","#इन्साफियन्थेलोजर्स याह बट "" हार के जीतने वाले "" ( मोरल विक्ट्रीज ) व्हाइल पटवारिस अरे "" जीत के भी हारने वाली """,#InsafianTheLosers वे हैं जो हारने (नैतिक जीत) के बाद जीतते हैं जबकि पटवाड़ी वे हैं जो जीतने के बाद भी हारते हैं।,#insafianthelosers way hain zoo haarne (naitik jeet) key baad jeetate hain jabaki patwadi way hain zoo jeetane key baad bhi haarte hain.
"the police officer, in whose territory rape happens, should be given the punishment of #FAANSI. bring this law in the parliament, policemen will improve on their own and the country will improve.",Jis police officer ki TERRITORY mein rape ho use bhi rapist k saath #FAANSI ki saza deni chahiye. Sansad mein ye kaanoon laaiye...Police waale apne-aap sudhar jaayenge or desh sudhar jaayega.,जिस पुलिस ऑफिसर की टेरिटरी में रेप हो उसे भी रेपिस्ट के साथ #फांसी की सजा देनी चाहिए. संसद में ये कानून लाइये...पुलिस वाले अपने-आप सुधार जाएंगे ओर देश सुधार जाएगा।,"जिस पुलिस अधिकारी के क्षेत्र में बलात्कार होता है, उसे #FAANSI की सजा दी जानी चाहिए। इस कानून को संसद में लाएँ, पुलिसकर्मी अपने आप सुधार करेंगे और देश में सुधार होगा।","jis pulis adhikaari key kshetra main balatkar hota hai, use #faansi key saza dee jaani chaahiye. iss kanoon coo sansad main laaen, puliskarmi apane aap sudhaar karenge our desh main sudhaar hoga."
"@Lala_The_Don will he give electricity to 29,000 villages ? what did he do for 10 years #FailedCMNitish","@Lala_The_Don 29,000 gaon ko dega ye bijli ? 10 saal kya kiya isne #FailedCMNitish","@लाला_थे_दोन २९,००० गांव को देगा ये बिजली ? १० साल क्या किया इसने #फैलेडकम्निटिश","@Lala_The_Don क्या वह 29,000 गाँवों को बिजली देगा? उसने 10 साल तक क्या किया #FailedCMNitish","@lala_the_don kya wah 29,000 gaanvon coo bijli dega? usane 10 saal tuck kya kiya #failedcmnitish"
"english and catch, pakistani cannot hold on. 
#INDvPAK","English aur catch, Pakistani pakad nahi paate.
#INDvPAK","इंग्लिश और कैच, पाकिस्तानी पकड़ नही पाते.
#इंडवपाक","अंग्रेजी और पकड़ो, पाकिस्तानी पकड़ नहीं सकते। #INDvPAK","angrezi our pakado, pakistani pakad nahin sakate. #indvpak"
fear of thrashing taught guddu acting.,maar se bachne ki jarurat ne guddu ko bhi acting sikha di .  .  .,मार से बचने की जरूरत ने गुड्डू को भी एक्टिंग सिखा दी .  .  ।,पिटाई के डर ने गुड्डू को अभिनय करना सिखाया।,pitai key darr nay guddu coo abhinaya karna sikhaaya.
@bizzarebhide lol! the entire world is ours,@bizzarebhide LOL! Saari duniya apni hai,@बिज्जारेभिडे लोल! सारी दुनिया अपनी है,@bizzarebhide लोल! पूरा संसार हमारा है।,@bizzarebhide loll! puuraa sansar hamara hai.
"now, sir wil also give a proof  @ArvindKejriwalpic.twitter.com/gciV3NQu8g",ab sirji bhi proof denge  @ArvindKejriwalpic.twitter.com/gciV3NQu8g,अब सिरजी भी प्रूफ देंगे  @अरविंदकेजरीवाल्पिक.ट्विटर.कॉम/जीसीआईवी३नक़ू८जी,"अब, सर एक प्रमाण भी देंगे @ArvindKejriwalpic.twitter.com/gciV3NQu8g","ab, ser ack pramaan bhi denge @arvindkejriwalpic.twitter.com/gciv3nqu8g"
"kudos @TimesNow & arnab, they are so annoyed that they can't believe it. https://twitter.com/msisodia/status/778993405493817344 …","Kudos @TimesNow & Arnab, inki itni jalli hai ke bardaasht nahi ho raha.https://twitter.com/msisodia/status/778993405493817344 …","कुडोस @टाइमस्नो & अरनब, इनकी इतनी जल्ली है के बर्दाश्त नही हो रहा.एचटीटीपीएस://ट्विटर.कॉम/मसिसोदिया/स्टेटस/७७८९९३४०५४९३८१७३४४ …","कुडोस @TimesNow और अर्नब, वे इतने नाराज हैं कि वे इस पर विश्वास नहीं कर सकते।","kudos @timesnow our arnab, way itane naraj hain kii way iss per vishvaas nahin cur sakate."
"@Starsportsindia ready for toss . head is call its tails "" india Wins toss'' won the toss, now win the match #Indvspak","@StarSportsIndia READY FOR TOSS . HEAD IS CALL ITS TAILS "" INDIA WINS TO$$'' TOSS JITA HAI AB MATCH JITO #INDvsPAK","@स्टारस्पोर्टसिंडिया रेडी फोर टॉस . हेड इस कॉल आईटीएस टेल्स "" इंडिया विंस तो$$'' टॉस जीता है अब मैच जीतो #इंडवस्पैक","@Starsportsindia टॉस के लिए तैयार. सिर को अपनी पूंछ कहा जाता है ""भारत टॉस जीतता है"" टॉस जीतता है, अब मैच जीतता है #Indvspak","@starsportsindia toss key lie taiyar. sir coo apni poonch kahaa jaataa hai ""bharat toss jeetata hai"" toss jeetata hai, ab match jeetata hai #indvspak"
@Gurmeetramrahim good morning father. great sadguru I need you blessings #BlessingsOfMSG,@Gurmeetramrahim Good morning pitaji . Dhan Dhan Satguru Tera hi Aasra Need #BlessingsOfMSG,@गुरमीत्रमरहिम गुड मॉर्निंग पिताजी . धन धन सतगुरु तेरा ही आसरा नीड #ब्लेसिंगसॉफ्म्सग,@Gurmeetramrahim सुप्रभात पिता. महान सद्गुरु मुझे आपका आशीर्वाद चाहिए #BlessingsOfMSG,@gurmeetramrahim suprabhaat pita. mahaan sadguru mujhe aapka aashirvaad chaahiye #blessingsofmsg
"@jdshastri26 To keep your heart happy, ghalib this thought is good. @baawraman @dillidurast",@jdshastri26 dil ko khush rakhne ko ghalib ye khayal achha hai :D @baawraman @dillidurast,@जडशास्त्री२६ दिल को खुश रखने को गालिब ये खयाल अछा है :डी @बावरामन @दिल्लीदुरस्त,"@jdshastri26 अपने दिल को खुश रखने के लिए, यह विचार अच्छा है। @baawraman @dillidurast","@jdshastri26 apane dill coo khush rakhane key lie, yeah vichaar achcha hai. @baawraman @dillidurast"
