hinglish,hinglish_dev,english,english_pred
rula diya guddu ,रूला दिया गुड्डू,(,rula diya guddu
very dhamaka song pichli baar jumme ki raat &iss baar party ki raat wow..party aapki taraf se iss party mehi kick hai...,वेरी धमाका सोंग पिछली बार जुम्मे की रात &आईएस बार पार्टी की रात वो..पार्टी आपकी तरफ से आईएस पार्टी मेही किक है...,very blasting song last time friday night & this time party night..party from your side only this party has the kick...,Very dhamaka song last time jumme ki raat & is bar party ki raat woh.. party is a kick in the face from your side...
@KyaUkhaadLega @twinitisha HAHAHAHAHAAHAH yaar ye anthem ho sakta hai!,@क्यौखादलेगा @ट्विनिटिशा हहहहाहाहः यार ये एंथम हो सकता है!,"@KyaUkhaadLega @twinitisha HAHAHAHAHAAHAH Mate, this can be an anthem.",@क्यौखादलेगा @ट्विनिटिशा Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
""" jab koi ladki na kehti hai , toh uska matlab na hi hota hai ( when a girl says no , it only means no ) "" #soimportant http://t.co/CkAMzmhH1g",""" जब कोई लड़की ना कहती है , तोह उसका मतलब ना ही होता है ( व्हेन आ गर्ल सेस नो , इट ओनली मीन्स नो ) "" #सोइम्पोर्टेंट एचटीटीपी://टी.सीओ/कमज़्म्ह१जी","""when a girl says no, it means no"" #soimportant http://t.co/CkAMzmhH1g","""When a girl says no, it means nothing."" #सोइम्पोर्टेंट http: / / t. co / kamzmh1g"
"haan bro, inhe green tea ke naam par adhrak ka juice pila do elaichi maar ke, aww this is so awesome ya!","हाँ ब्रो, इन्हे ग्रीन टीईए के नाम पर अधरक का जूस पीला दो इलाइची मार के, अव्व थिस इस सो अवेसम या!","Yes, BRO, they drink the juice of Adhar in the name of Green Tea, do Alchi Mari, how was this so awake?","Yes bro, make them drink the juice of Adharak in the name of green tea by hitting cardamom, aww this is so awesome ya!"
yea .. i can not disagree with the confession ..... and yes ... i was among the exceptions ..,ये .. आई कैन नोट डिसएग्री विथ थे कन्फेशन ..... एंड येस ... आई वास अमोंग थे एक्सेप्शंस ..,yea .i can not disagree with the confession .and yes .i was among the exceptions .,hey.. i can't disagree with the confession... and yes... i was among the exceptions..
@divyangana sab bike hue hai. (Reply with yahi to scam hai),@दिव्यांगना सब बाइक हुए है. (रिप्लाई विथ यही तो स्कैम है),@divyangana everyone's sold out. (Reply with 'this is the scam'),@दिव्यांगना All bikes are done. (Reply with this is a scam)
Kapil Dev : Mohit Sharma ko halka kar Diya jaaye pressure se #IndvsSA #WontGiveItBack,कपिल देव : मोहित शर्मा को हल्का कर दिया जाए प्रेशर से #इंडवासा #वंटगिवेटबैक,Kapil Dev : Relieve Mohit Sharma from pressure #IndvsSA #WontGiveItBack,Kapil Dev: Mohit Sharma should be made lighter by pressure #इंडवासा #वंटगिवेटबैक
OK main aap ki intzar karugi Bas aap sache Salman khan hai Toh Itna jarur batana aap kaisa hai.....:) aapko dekhne ko Dil chahta hai ???,ओक मैं आप की इंतजार करूगी बस आप सचे सलमान खान है तोह इतना जरूर बताना आप कैसा है.....:) आपको देखने को दिल चाहता है ???,okay i will wait for you. if you are real salman khan then just tell me how are you......:)i feel like to see you.,"ok i will wait for you, you are a true salman khan, so how can you tell this much...:) heart wants to see you??"
tumko cute samajh mein aata hai?,तुमको क्यूट समझ में आता है?,do you understand cute?,Do you understand cuteness?
@Tweepshikha woh bhi parosne wali koi chahiye,@ट्वीपशिखा वोह भी परोसने वाली कोई चाहिए,@Tweepshikha need someone to serve that too,@ट्वीपशिखा I need someone to serve that too
@sureshnakhua maan hi nahi rahe hai,@सुरेशनाखुआ मान ही नही रहे है,@sureshnakhua isnt agreeing at all,@सुरेशनाखुआ I am not getting it.
@YearOfRat ye hota tha yahan?,@यीयरोफ्रैट ये होता था यहां?,@YearOfRat this used to happen here?,@यीयरोफ्रैट This used to happen here?
@KyaUkhaadLega Daru milti hai. @friendlii_ghost,@क्यौखादलेगा दारू मिलती है. @फ्रेंडली_घोस्ट,@KyaUkhaadLega is alcohol available. @friendlii_ghost,@क्यौखादलेगा alcohol is available. @फ्रेंडली_घोस्ट
"@SarcaismAayegi Bihar mein bahaar
 #BadliyeSarkarBadliyeBihar","@सरकैसमाएगी बिहार में बहार
 #बदलियेसरकारबदलियेबिहार","@SarcaismAayegi out of bihar
 #BadliyeSarkarBadliyeBihar",@सरकैसमाएगी Bahar in Bihar #बदलियेसरकारबदलियेबिहार
Enjoy krlo humare paise se ...world tour waw. .....,एन्जॉय करलो हमारे पैसे से ...वर्ल्ड तौर वाव. .....,enjoy with our money. go to a world tour.,Enjoy with our money........
@iamsrktheking wo ideal world ki baatein ha .. kitabi baatein u knw :p real,@आईएएमएसआरकेथेकिंग वो आइडियल वर्ल्ड की बातें हा .. किताबी बातें उ कन्व :प रियल,"these things apply in idea world. bookish knowledge, you know that I mean. ",@आईएएमएसआरकेथेकिंग It is about the ideal world.. the book talks about the real world.
"Beef ka nam mat lo, maar padegi","बीफ का नाम मत लो, मार पड़ेगी","Don't take name of the beef, will get beaten up.","Don't take the name of beef, you will be killed."
@dhaikilokatweet bhai pendrive me daal dena meri  @BUnlimted @akshay_airlift @aamir_khan,@धैकीलोकत्वीत भाई पेनड्राइव मे डाल देना मेरी  @बनलिम्टेड @अक्षय_एयरलिफ्ट @आमिर_खान,@dhaikilokatweet save it in my pendrive @BUnlimted @akshay_airlift @aamir_khan,@धैकीलोकत्वीत brother put it in my @बनलिम्टेड @अक्षय_एयरलिफ्ट @आमिर_खान
Farah ji din bhar ghatiya filme bana ke thaki haari aayengi aut Maggi khaegi ? @ShirishKunder,फराह जी दिन भर घटिया फिल्मे बना के थकी हारी आएंगी औत मग्गी खाएगी ? @शिरीषकुंदर,farah ma'am gets tired working day and night making bad films and returns as a loser and eats maggi? @ShirishKunder,"Farah ji, you will get tired of making bad films all day long and you will eat muggy? @शिरीषकुंदर"
"all the best+EID MUBARAK 2 SALMAN,LOTS OF REGARD2 ELDERS+LOTS OF AFFECTION&LOVE2 young!","अल्ल थे बेस्ट+ईद मुबारक २ सलमान,लॉट्स ओएफ रिगार्ड२ एल्डर्स+लॉट्स ओएफ अफेक्शन&लव२ यंग!","All the best, EID Mubarak to Salman, lots of regards to elders, lot of affection and love to young.","All the best + Eid Mubarak 2 salman, lots of respect2 elders + lots of affection & love2 young!"
@witchybitchygal Kumar Vishwas - Gabbar Singh ne aadmi banne ka mauka pehle mujhe diya tha ,@विचीबिचीगल कुमार विश्वास - गब्बर सिंह ने आदमी बन्ने का मौका पहले मुझे दिया था,),@विचीबिचीगल Kumar Vishwas - Gabbar Singh had given me the opportunity to become a man earlier
"Hahaha log chahte Hai main aurat hi banu, aur to bhi?! ","हाहाहा लोग चाहते है मैं औरत ही बानू, और तो भी?!",every want that i become a girl even you ?,"Hahaha people want me to be a woman, and even then?!"
@Alllahdin @KyaUkhaadLega Shaam tak ruk jaate.,@अल्लाहदीन @क्यौखादलेगा शाम तक रुक जाते।,@Allahdin @KyaUkhaadLega wait till evening.,@अल्लाहदीन @क्यौखादलेगा used to stay till evening.
"Hiiiii, kya yeh dream hai?","हीई, क्या येह ड्रीम है?","hi, is it a dream?","hey, is this a dream?"
the two lukes (austen and dickens) playing at nelson bay diggers club this friday 2/11 .  go check 'em out if you live in the area .  .,थे त्वो ल्यूक्स (ऑस्टेन एंड डिकेंस) प्लेइंग एट नेल्सन बे डिगर्स क्लब थिस फ्राइडे २/११ .  गो चेक 'ईएम आउट इफ यू लाइव इन थे आरिया .  ।,the two lukes (austen and dickens) playing at nelson bay diggers club this friday 2/11 .  go check them out if you live in the area .  .,the two looks (austen and dickens) playing at nelson bay diggers club this friday 2/11. go check'em out if you live in the aria..
"Main hoo na, batao kya sunna hai?","मैं हू ना, बताओ क्या सुन्ना है?","i'm here, tell me what you want to hear?","I am not, tell me what you have heard?"
wâ€¦ise tu boli nai ki hai kaha se,डब्लूâ€¦इसे टू बोली नई की है कहा से,you didn't tell me where you are from.,where is the new language from
@tyagidehpa Shukriya tyagi ji...honoured: ),@त्यागीदेहपा शुक्रिया त्यागी जी...होनर्ड: ),@tyagidehpa thank you tyagi ji...honoured,@त्यागीदेहपा Thank you Tyagi ji.. Honored:)
Syria ka video nahi hai. Bagal Jharkhand ka hi hai. Udhar bhi aapke papaji ki hi sarkar hai. Yahi kaam ho raha hai. Thoda akal lagaohttps://twitter.com/AndColorPockeT/status/845969312645025794Â â€¦,सीरिया का वीडियो नही है. बगल झारखंड का ही है. उधर भी आपके पापाजी की ही सरकार है. यही काम हो रहा है. थोड़ा अकाल लगाओहट्टप्स://ट्विटर.कॉम/एंडकलरपॉकेट/स्टेटस/८४५९६९३१२६४५०२५७९४â â€¦,Syria ka video nahi hai. Bagal Jharkhand ka hi hai. Udhar bhi aapke papaji ki hi sarkar hai. Yahi kaam ho raha hai. Thoda akal lagaohttps: //twitter.com/AndColorPockeT/status/845969312645025794…,there is no video of syria. next door is of jharkhand. there is also the government of your father. the same work is being done. Let there be some famine https: / / twitter. com / EndColorPocket / status / 845969312645025794
@Alllahdin embarrass kar diya aaj to sir.,@अल्लाहदीन एम्बरास कर दिया आज तो सिर।,@Alladin Embarras done today sir.,@अल्लाहदीन Ambarash done today sir.
@GabbbarSingh sote hue sooraj ko koi salaam nahi karta....,@गब्बरसिंह सोते हुए सूरज को कोई सलाम नही करता....,@gabbbarsingh no one salutes a sleeping sun,@गब्बरसिंह No one salutes the sleeping sun...
Kis kis ko rply denge salman...uffffff....jisko salman bahut achha lagta hain usko dena....,किस किस को र्प्लाई देंगे सलमान...उफफ्फ....जिसको सलमान बहुत अछा लगता हैं उसको देना....,Salman will give reply to who all ... UFFFFFF .... give it to whom Salman likes very much ....,Salman will reply to whom.. uffffff... give it to whom salman likes very much...
@bolshoybooze ye aapka badappan hai bhai :) hum to jeevan ki aapa-dhapi mein fanse hain.,@बोलशोयबूज़े ये आपका बड़प्पन है भाई :) हम तो जीवन की आपा-धापी में फंसे हैं।,@bolshoybooze this is your greatness brother. We are stuck in the heat of life.,@बोलशोयबूज़े This is your big brother:) We are stuck in the chaos of life.
"a beautiful girl  ,  who is my fb-friend since 2011  ,  liked my status today for the first time ever  .  i am very^infinity happy  .  :) :)","आ ब्यूटीफुल गर्ल  ,  व्हो इस माई एफबी-फ्रेंड सिंस २०११  ,  लाइक्ड माई स्टेटस तोड़े फोर थे फर्स्ट टाइम एवर  .  आई एएम वेरी^इनफिनिटी हैपी  .  :) :)","a beautiful girl ,  who is my facebook friend since 2011,  liked my status today for the first time ever.  i am very much happy .","a beautiful girl, who is my fb-friend since 2011, liked my status for the first time ever. i am very ^ infinity happy.:):)"
@Being_Humor meri shaadi me aayega to stage pe hi lifafa check hoga,@बेइंग_ह्यूमर मेरी शादी मे आएगा तो स्टेज पे ही लिफाफा चेक होगा,@Being_Humour if you will come to my wedding then the envelope will be checked on the stage itself,"@बेइंग_ह्यूमर If you come to my wedding, the envelope will be checked on the stage"
aati nahi aati nahi saamne hai par magar... Aat nahi!,आती नही आती नही सामने है पर मगर... आत नही!,she does not come even if she is in front of me,"It does not come, it is not in front, but... not at all!"
@Atheist_Krishna sabse kamaal hai ki kitna natural lag raha hai ye @JhaSanjay,@एथीस्ट_कृष्ण सबसे कमाल है की कितना नेचुरल लग रहा है ये @झसंजय,@Atheist_Krishna it is wonderful how natural he looks @JhaSanjay,@एथीस्ट_कृष्ण It's amazing how natural it looks @झसंजय
Kii baat nahi sir #Modibaters ke liye burnol #GST ke baat aur affordable ho gaya hai,की बात नही सिर #मोदीबेटरों के लिए बर्नोल #जीएसटी के बात और अफोर्डेबल हो गया है,its okay sir for #Modibaters burnol will get affordable after #GST.,"It is not a matter of Sir, for #मोदीबेटरों, the matter of Bernol #जीएसटी has become more affordable"
Mere bhai... #BJP ne kyu samarthan nahi Kiya... #gst #AadharCard #rojgar yojna ka... Fir power main aane par... Congress walo ke ideas copy,मेरे भाई... #बीजेपी ने क्यू समर्थन नही किया... #जीएसटी #आधारकार्ड #रोजगार योजना का... फिर पावर मैं आने पर... कांग्रेस वालो के आईडियाज कॉपी,Brother... Why did #BJP not support ... #gst #AadharCard #rojgar yojna ... Then they copied the ideas of congress after coming to power,my brother.. why didn't #बीजेपी support.. #जीएसटी #आधारकार्ड #रोजगार scheme.. then when i came to power... i copied the ideas of congress people
@theKumarAkshay  Pls god  mujhko tu ek baar @Raghu_Dixit se milaaa de !! I wish to meet him  #WelcomeRaghuDixit http://youtube.com/watch?v=cimKayyh7pQÂ â€¦,@ठेकुमारक्षाय  पीएलएस गोद  मुझको टू एक बार @रघु_दिक्षित से मिला दे !! आई विश तो मीट हिम  #वेलकमराघुडिक्सिट एचटीटीपी://यूट्यूब.कॉम/वॉच?व=सिमकैय्ह७पीक्यूâ â€¦,@theKumarAkshay  god please give me a chnace to meet @Raghu_Dixit !! I wish to meet him  #WelcomeRaghuDixit http://youtube.com/watch?v=cimKayyh7pQÂ â€¦,@ठेकुमारक्षाय Please let me meet you once with @रघु_दिक्षित!! i wish to meet him #वेलकमराघुडिक्सिट http: / / youtube. com / watch? v = simkaih7pqâ €̃ â €TM
"@vikasupadhyay23 @Mojitowali hadd hai jhappi wapas kar, saare gaane cancel","@विकासुपाध्याय२३ @मोजितोवाली हैड है झप्पी वापस कर, सारे गाने कैंसल","@ Vikasupadhyay 23 @Mojitwali enough return hug or, all songs canceled","@विकासुपाध्याय23 @मोजितोवाली Have returned the jhappi, all the songs are cancelled"
"RT if hai ishq samundar dil de andar, ishq samundar dil de.","आरटी इफ है इश्क समुंदर दिल दे अंदर, इश्क समुंदर दिल दे।","ocean of love in my heart, give it to me.","RT if it is ishq samundar dil de andar, ishq samundar dil de."
@dhaval241086 loha hi lohe to kaattaa hai.. Lakdi nahi @BJP4India @M_Lekhi,@धवल२४१०८६ लोहा ही लोहे तो काट्टा है.. लकड़ी नही @बीजेपी४इंडिया @एम_लेखी,@dhaval241086 iron only cuts iron .. not wood @BJP4India @M_Lekhi,@धवल241086 iron is iron only. not wood @बीजेपी4इंडिया @एम_लेखी
"the glass may be rising ,  but it's not getting any warmer here ,  lago del desierto ,  argentina http/URL","थे ग्लास मे बे राइजिंग ,  बट इट'एस नोट गेटिंग अन्य वार्मर हेरे ,  लागो डेल डेजियर्टो ,  अर्जेंटीना एचटीटीपी/उर्ल","the glass may be rising ,  but it's not getting any warmer here ,  lake of the desert,  argentina http/URL","The glass may be rising, but it's not getting any warmer here, lago del desierto, argentina http / URL"
@NNehaaD kaha chali gayee thi tum ?,@न्नेहाड़ कहा चली गयी थी तुम ?,@NNehaaD where did you go?,@न्नेहाड़ where did you go?
End of an era !!! Apna Captain Mahi jaa rha hai :(,एंड ओएफ एएन ईआरए !!! अपना कैप्टन माही जा रहा है :(,end of an era !!! our captain mahi is leaving :(,and of an era!! our captain mahi is going
@DefucktiveHumor aise raaz mat khol :(,@डिफक्टिवह्यूमोर एआईएसई राज मत खोल :(,@DefucktiveHumor Don't reveal such secrets.,@डिफक्टिवह्यूमोर don't open the iSee Raj: (
Sunil Narine khud hi apne baal kaatata hoga.,सुनील नरीन खुद ही अपने बाल काटता होगा।,sunil narine probably cuts his hair himself.,Sunil Narine must have cut his hair himself.
"Rang Jaiye Holi ke rang "" Padmaavat ke sang !","रंग जाइए होली के रंग "" पद्मावत के संग !",Go the colors of Holi with Padmavat!,"Go colorful with the colors of Holi ""Padmavat ""!"
"Main hu na hot, sach bata","मैं हू ना होत, सच बता",aren't i hot? tell me the truth!,"I wouldn't be, tell me the truth"
nahi woh tum dono ka pyar dekh kar mujhe ramayan sagar ko woh episode yaad aagaya @bubbly_ank,नही वोह तुम डोनो का प्यार देख कर मुझे रामायण सागर को वोह एपिसोड याद आगया @बबली_अंक,"no, actually i was reminded of that episode of ramayan sagar by looking at your love @bubbly_ank","No, seeing the love of you two, I remembered that episode of Ramayan Sagar @बबली_अंक"
@TarekFatah saab Mubarak ho ! Aap ke efforts ab aahista aahista rang dikhane lage hain 0 #MuslimWomenDignity #TripleTalaq,@तारेकफतह साब मुबारक हो ! आप के एफोर्ट्स अब आहिस्ता आहिस्ता रंग दिखने लगे हैं ० #मुस्लिमवूमेंडिग्निटी #ट्रिपलतलक,"@TarekFatah sir greetings to you, your efforts has gradually started showing some changes now #MuslimWomenDignity #TripleTalaq",@तारेकफतह Good luck! Your efforts are now showing their true colors. #मुस्लिमवूमेंडिग्निटी #ट्रिपलतलक
Relationship Status: Ummeed par boner kaayam hai.,रिलेशनशिप स्टेटस: उम्मीद पर बोनर कायम है।,Relationship Status: everthing is dependent on hope.,Relationship status: Bonner is stable on expectations.
"Dad: There are no shortcuts to success. 
Son: Par red light ke pass waali gali se ghar jaldi aata hai.
D: Isiliye Sharma ji ka beta pass hua","दाद: थेरे अरे नो शॉर्टकट तो सक्सेस. 
सोन: पर रेड लाइट के पास वाली गली से घर जल्दी आता है.
डी: इसीलिए शर्मा जी का बेटा पास हुआ","Dad: There are no shortcuts to success. 
Son: but dad we reach home quickly from the path near red light.
Dad: this is the reason why sharma's son passed.",Dad: There are no shortcuts to success. Son: But he comes home early from the street near the red light. D: That's why Sharma ji's son passed.
"SBI: Abhi lunch time hai baad me aana

Swiss Bank: Sir, aap kaho to aaj hum lunch hi nahi kare

#TheDifference","सबी: अभी लंच टाइम है बाद मे आना

स्विस बैंक: सिर, आप कहो तो आज हम लंच ही नही करे

#थेडिफरेंस","sbi: now it is lunchtime, come later

swiss bank: sir, if you say then we will not have lunch today

#TheDifference","Sabi: it's lunch time now later swiss bank: sir, if you tell me, we will not have lunch today"
"higgins  "" great experience for the young group and to meet with premier league teams a real highlight ""   "" very young squad to play on sat "" ","हिगिंस  "" ग्रेट एक्सपीरियंस फोर थे यंग ग्रुप एंड तो मीट विथ प्रीमियर लीग टीम्स आ रियल हाइलाइट ""   "" वेरी यंग स्क्वाड तो प्ले ओन सत ""","higgins- ""great experience for the young group and to meet with the premier league team is a real highlight"" ""very young squad to play on saturday""","Higgins ""great experience for the young group and to meet with premier league teams a real highlight"" ""very young squad to play on sat"""
@JatinKiDuniya chitting kiya tu,@जातिंकीदुनिया चिटिंग किया टू,@JatinKiDuniya you've cheated,@जातिंकीदुनिया Cheating done to
@OfficeOfRG @yadavakhilesh Iseeliye humne #notebandi ka virodh kiya tha 0 Gareeb nirdosh longonko arrest karte hain,@आफीसॉफ़र्ग @यादवअखिलेश इसीलिए हमने #नोटबंदी का विरोध किया था ० गरीब निर्दोष लोंगोंको अरेस्ट करते हैं,@OfficeOfRG @yadavakhilesh that is why we opposed #notebandi. poor innocent people are arrested,@आफीसॉफ़र्ग @यादवअखिलेश that's why we opposed #नोटबंदी 0 poor innocent people are arrested
@sagarcasm Please suggest kar do bhai . Bahut badi wali thanks rahegi . @crickBC,@सागरकस्म प्लीज सजेस्ट कर दो भाई . बहुत बड़ी वाली थैंक्स रहेगी . @क्रिकबीसी,@sagarcasm Please suggest kar do bhai . Bahut badi wali thanks rahegi . @crickBC,@सागरकस्म Please suggest brother. Thank you very much. @क्रिकबीसी
mere cmnt pe na koi like krta na rply aisa kyu :(,मेरे सीएमएनटी पे ना कोई लाइक करता ना र्प्लाई एआईएसए क्यू :(,"nobody likes or likes on my comment, why :(",No one likes my CMNT or reply to me.
@itsdhruvism bhai dawai le le,@इट्सध्रुविज्म भाई दवाई ले ले,"@itsdhruvism, brother, take medicines.",@इट्सध्रुविज्म brother take medicine
good luck to scouser &amp,गुड लक तो स्काउजर &एएमपी, soon to be klitschko destroyer @someUSER tonight in the echo against @someUSER - '12th career ko tonight',good luck to scouser and amp
#RailBudget2015 #PrabhukiRail Suna hai passenger fares increase nahi kiya ?! Waah ! Fares ki decrease ki baat ho rhi thi aur yeh dekho !,#रेलबजेट२०१५ #प्रभुकिरैल सुना है पैसेंजर फेयर्स इनक्रीज नही किया ?! वाह ! फेयर्स की डिक्रीज की बात हो रही थी और येह देखो !,#RailBudget2015 #PrabhukiRail i've heard that passenger fares have not increased ? wow! the discussion was about decreasing fares and see this!,#रेलबजेट2015 #प्रभुकिरैल have you heard that passenger fares have not been increased?! wow! there was talk of decrees of fares and look at this!
hashtag kidhar hai? #GoWTwisted @happlyunmarried,हैशटैग किधर है? #गाउटविस्टेड @हैप्ल्यूनमैरिड,where's the hashtag? #GoWTwisted @happlyunmarried,where is the hashtag? #गाउटविस्टेड @हैप्ल्यूनमैरिड
"@NeelakshiGswm @narendramodi @ArvindKejriwal he doesnot need to do anything miss , jst haryana se water block karwa do , ek mahine me ro denge","@नीलाक्षिगस्वाम @नरेंद्रमोदी @अरविंदकेजरीवाल हे डोएस्नोट नीड तो दो एनीथिंग मिस , जेएसटी हरियाणा से वाटर ब्लॉक करवा दो , एक महीने मे रो देंगे","@NeelakshiGswm @narendramodi @ArvindKejriwal he does not need to do anything miss , just need to block water from haryana, in one month will start crying","@नीलाक्षिगस्वाम @नरेंद्रमोदी @अरविंदकेजरीवाल hey doisnot need to miss anything, just get water blocked from haryana, you will cry in a month"
"#GuessTheSong
Hamne toh pyar mein aisa kaam kar diya","#गुएसस्थेसोंग
हमने तोह प्यार में एआईएसए काम कर दिया","#GuessTheSong
In love i have done such a thing",#गुएसस्थेसोंग We made you work in love
RT @rameshsrivats : Back to Bangalore . 37 degrees . Approximately 37 degrees more than Modi has .,आरटी @रमेशसृवत्स : बैक तो बैंगलोर . ३७ डिग्रीज . अप्रॉक्सिमेटली ३७ डिग्रीज मोरे थान मोदी हास ।,"RT @rameshsrivats : Back to Bangalore, it is 37 degrees . Approximately 37 degrees more than Modi has .",RT @रमेशसृवत्स: back to bangalore. 37 degrees. approximatively 37 degrees more than modi has.
@HaramiParindey sach hai guru,@हरामीपरिंदे सच है गुरु,"@HaramiParindey right, master",@हरामीपरिंदे True Guru
@Moskvaa @pri_sri pickchur abhi release bhi nahi hui aap audience ko bula rahi ho,@मोस्कवा @प्री_श्री पिक्चर अभी रिलीज भी नही हुई आप ऑडियंस को बुला रही हो,@Moskvaa @pri_sri the picture has not yet released and you are calling for audiences already.,@मोस्कवा @प्री_श्री picture is not even released yet you are calling the audience
@akshaykanitkar Sunil bhai yaha Pootna mana hai @Ra_Bies @HathwalaThakur,@अक्षयकानितकार सुनील भाई याहा पूतना माना है @रा_बाइस @हथवालाठाकुर,@akshaykanitkar sunil brother urination is banned here @Ra_Bies @HathwalaThakur,@अक्षयकानितकार Sunil bhai has agreed to do so @रा_बाइस @हथवालाठाकुर
@clued_up_chic daru kabhi dhoka nahi deti,@क्लूड_उप_चिक दारू कभी धोका नही देती,@clued_up_chic whiskey doesn't betray ever,@क्लूड_उप_चिक Alcohol never threatens.
"@KyaUkhaadLega lol! lies ke do matlab hote hai yahan par, doosre wale matlab ko Virat Kohli shobha deta hai!","@क्यौखादलेगा लोल! लाइज के दो मतलब होते है यहां पर, दूसरे वाले मतलब को विराट कोहली शोभा देता है!","@KyaUkhaadLega laughing out loud! Lies have two meanings here, Virat Kohli suits the second meaning!","@क्यौखादलेगा LOL! Lies have two meanings here, Virat Kohli graces the other one!"
arre gaana nahi suna kya? Dhakad?,अर्रे गाना नही सुना क्या? धाकड़?,did you listen to the song? dhakad?,Did you not hear the song? Dhaakad?
bhai mujhe apna whats app no. do na roj krenge.....,भाई मुझे अपना व्हाट्स एप नो. दो ना रोज करेंगे.....,"brother, please give me your whatsapp number. we'll talk everyday.",brother don't give me your whats app every day
RT @payalinsan15 : @Gurmeetramrahim #MSG2RocksPunjab Mehak aa rhi hai ... Fiza bhi Ga rhi h ... Waahhh,आरटी @पायलिंसन१५ : @गुरमीत्रमरहिम #एमएसजी२रॉक्सपंजाब महक आ रही है ... फिजा भी गा रही ह ... वाह्ह,RT @payalinsan15 : @Gurmeetramrahim #MSG2RocksPunjab fragrance is coming. breeze is also singing. wow,RT @पायलिंसन15: @गुरमीत्रमरहिम #एमएसजी2रॉक्सपंजाब smells like.. fiza is also singing... wow
@YearOfRat bhai pehle to kshama de do. Bahot busy tha aur hu. Bangalore tha iss weekend. Plan kar ke hi call karunga,@यीयरोफ्रैट भाई पहले तो क्षमा दे दो. बहोत बसी था और हू. बैंगलोर था आईएस वीकेंड. प्लान कर के ही कॉल करूंगा,"@YearOfRat brother, first forgive me. Was very busy and am. Was in Bengluru weekend. Will call after planning.",@यीयरोफ्रैट brother first of all forgive me. it was very busy and i was in bangalore this weekend. i will call you only after planning.
ok i will be in the film mt zion which is out feb with the man stan walker . the shit ! cool story bro ? :),ओक आई विल बे इन थे फिल्म मत जियोन व्हिच इस आउट फेब विथ थे मन स्टेन वॉकर . थे शित ! कूल स्टोरी ब्रो ? :),ok i will be in the film with mt zion which is out in february with the man stan walker . the shit ! cool story bro ? :),ok i will be in the movie mat jion who is out fab with the man stan walker. the shit! cool story bro?:)
"Shut up you Jihadi Sanghan 0 Abdul itna gussa kyu hain ""bhai #TripleTalaq ban hua hai is liye ?","शूट उप यू जिहादी संघन ० अब्दुल इतना गुसा क्यू हैं ""भाई #ट्रिपलतलक बन हुआ है इस लिए ?",shut up you anti-nationalist people.your are angry because of ban on #TripleTalaq,"shoot up you jihadi sanghan 0 Abdul why are you so angry ""brother has become #ट्रिपलतलक for this?"
RT @kchowdhury9 : #boycottraees ayse chorna nehi ... Eid 2016 #raees,आरटी @कोचोधुरी९ : #बॉयकोट्राइज आयसे चोरना नेही ... ईद २०१६ #रईस,RT @kchowdhury9 : #boycottraees do not leave like this ... Eid 2016 #raees,RT @कोचोधुरी9: #बॉयकोट्राइज don't want to steal from here.. eid 2016 #रईस
"Porn jaye, par sehath naa jayehttps://twitter.com/IndiaToday/status/723099102385311744 …","पोर्न जाए, पर सेहत ना जयेहत्त्प्स://ट्विटर.कॉम/इंडियाटोडे/स्टेटस/७२३०९९१०२३८५३११७४४ …","Goes to porn, cross-booklet:","porn go, but health won't win https: / / twitter. com / IndiaToday / status / 723099102385311744..."
@Keisar_ Tum bhi dharna dena shuru kardo ,@कैसर_ तुम भी धरना देना शुरू कार्डो,),@कैसर_ You also start giving cards.
i still remember  .  .  . during sharjah matches .  .  .  . the scene was use to be the same :) sachin jab tak khel ra hai hilnaa mat,आई स्टिल रिमेंबर  .  .  . ड्यूरिंग शारजाह मैचेस .  .  .  . थे सीन वास उसे तो बे थे सामे :) सचिन जब तक खेल रा है हिलना मत,"i still remember  .  .  . during sharjah matches .  .  .  . the scene was use to be the same. till the time sachin is batting,  just lie there",i still remember.. during sharjah matches... the scene was like that before.. don't move as long as sachin is playing
"""Agli baar bhi Modi sarkaar..""pic.twitter.com/gJpXrSjPCw","""अगली बार भी मोदी सरकार..""पिक.ट्विटर.कॉम/जीजेपीएक्सआरएसजेपीसीवी","""Next time also Modi government"" pic.twitter.com/gJpXrSjPCw","""next time also modi government."" पिक.ट्विटर.कॉम/जीजेपीएक्सआरएसजेपीसीवी"
@iawoolford prabhu ji mujhe aap ke charan sparsh karne hain _/\_  Hindi ka gaurav Australia mein basa hua hai  :),@इयावूलफोर्ड प्रभु जी मुझे आप के चरण स्पर्श करने हैं _/\_  हिंदी का गौरव ऑस्ट्रेलिया में बसा हुआ है  :),"@iawoolford mr prabhu, i want to touch your feet _/\_  india's pride is living in australia  :)","@इयावूलफोर्ड Lord, I want to touch your feet. /\ _ The pride of Hindi is settled in Australia."
