hinglish,hinglish_dev,english,english_pred
@aanchalator Aage jake Dhoni se haarna. Usse achcha yahin ghutne tek do.,@आंचलतोर आगे जाके धोनी से हारना. उस्से अच्छा यहीं घुटने टेक दो।,"@aanchalator losing to dhoni after going forth, better bend your knees now only",@आंचलतोर Go ahead and lose to Dhoni.
Priyanka-Robert jaise achaanak se Lalit Modi se mile kal ko Dawood se bhi mil sakte hain. Dare Arnab ask?,प्रियंका-रॉबर्ट जैसे अचानक से ललित मोदी से मिले कल को दावूद से भी मिल सकते हैं. डेयर अरनब आस्क?,"just as priyanka-robert met lalit modi suddenly yesterday, they might meet dawood tomorrow. can arnab dare to ask?",Priyanka-Robert like suddenly met Lalit Modi yesterday can also meet Dawood. Dare Arnab ask?
chamcha nahi ye to dost hai mera @angryoungwoman,चमचा नही ये तो दोस्त है मेरा @एंग्रयंगवुमन,"he is not my follower, he is my friend @angryoungwoman","It's not a spoon, it's a friend of mine @एंग्रयंगवुमन"
"kaya huya, kaha hai app,hum logo ko murga to nehe banareha hai?","काया हुया, कहा है एप,हम लोगो को मुर्गा तो नेहे बनारहा है?",what happened where are you you are making fool of us?,"Kya hua, kaha hai app, hum logon ko murga toh nehe banara hai?"
@Singhlicious ye sach hai milord,@सिंघलिशियस ये सच है मिलॉर्ड,"@Singhlicious This is the truth, My lord!",@सिंघलिशियस It's true Millord.
@arorakim Na laana is desh laddoo,@अरोराकिम ना लाना इस देश लड्डू,@arorakim Don't bring ladoo in this country,@अरोराकिम Don't Bring This Country Ladoo
@VaibhavVinayaka no bhai :),@वैभवविनायक नो भाई :),@VaibhavVinayaka no brother.,@वैभवविनायक No brother:)
"@KShisodia No way, ye auraton ka janam siddh adhikar main unse nahi chheen sakta. I am a gentleman","@क्षिसोदिया नो वे, ये औरतों का जनम सिद्ध अधिकार मैं उनसे नही छीन सकता. आई एएम आ जेंटलमैन","@ Ksodia no way, I cannot take away the right of birth of these women from them. Shri M. Gentleman","@क्षिसोदिया No, I cannot take away the birthright of these women."
@klpe Google+ ke aage bhi duniya hai dost @tweetria,@कल्पे गूगल+ के आगे भी दुनिया है दोस्त @ट्वीट्रिया,@klpe there is world ahead of google+ too @tweetria,"@कल्पे There's a world beyond Google +, my friend @ट्वीट्रिया"
@realpreityzinta Miyan Bhai Ki Daring Or Sultan ka Punch #pzchat,@रियलप्रीतिज़िंता मियां भाई की डेयरिंग ओर सुल्तान का पंच #प्ज़चैट,@realpreityzinta miyan brother's daring or sultan's punch #pzchat,@रियलप्रीतिज़िंता Mian Bhai's Daring and Sultan's Punch #प्ज़चैट
"RT @shubhansh1504 : Chanaa ve ghar aaja ve , Cholaa ve ghar aaja ve ....","आरटी @शुभांश१५०४ : चना वे घर आजा वे , चोला वे घर आजा वे ....","Rat @ Shubhanshu 1: Chana Way Home Today, Chola Way Home Today ...","RT @शुभांश1504: Chana they ghar aaja they, chola they ghar aaja they...."
"Kyunke ye janta ke liye sabse bada #lollipop ""hai #jawan ko marne ""do #kisan ko marne ""do bas ek anti muslim mudda like #TripleTalaq utha do #TripleTalaq @aajtak","क्यूंके ये जनता के लिए सबसे बड़ा #लॉलीपॉप ""है #जवान को मारने ""दो #किसान को मारने ""दो बस एक अंति मुस्लिम मुद्दा लाइक #ट्रिपलतलक उठा दो #ट्रिपलतलक @आजतक","because it is the biggest #lollipop for the public ,let the #jawan die, let the #kisan die, just pick up one anti muslim topic like #TripleTalaq #TripleTalaq @aajtak","Because this is the biggest #लॉलीपॉप for the public ""Kill #जवान Kill #किसान Kill"" Just raise one last Muslim issue like #ट्रिपलतलक #ट्रिपलतलक @आजतक"
"""Tum to thehre.. Pardesi.. Saath ka nibhaoge.. Subah pehli.. Subah pehli.. Gaadi se ghar ko laut jaoge.."" ~ Modi to Obama. Right now.","""तुम तो ठहरे.. परदेसी.. साथ का निभाओगे.. सुबह पहली.. सुबह पहली.. गाड़ी से घर को लौट जाओगे.."" ~ मोदी तो ओबामा. राइट नौ।","you are a foreigner, how much longer will you stay with me. you are going to return to your home, on the first car tomorrow morning ~ modi to obama. right now","""Tum toh thaahre. Pardesi. Saath ka nibhaoge. Subah pehle. Subah pehle. Gaadi se ghar ko ghar ghar ghar jaaoge."" ~ Modi to Obama. Right Now."
@CertifiedKamina bhai hai tu mera,@सर्टिफाइडकामिना भाई है टू मेरा,@CertifiedKamina you are my brother,@सर्टिफाइडकामिना Brother to me
"Me: Aaj kuch toofani karte hai.

Mom: Pani ki bottles bhar ke fridge mein rakh de.","मे: आज कुच तूफानी करते है.

मोम: पानी की बॉटल्स भर के फ्रिज में रख दे.","Me: Let's do some stormy today.

Mom: Fill the water bottles and keep them in the fridge.","May: Today, we're having a storm. Mom: Put water bottles in the fridge."
@BolshoyBooze yahan did chale jaate hai,@बोलशोयबूज़े यहां डिड चले जाते है,@BolshoyBooze let's go did here,@बोलशोयबूज़े Here goes the deed
bhai mera rply jarur krna pehle hi bta du ,भाई मेरा र्प्लाई जरूर करना पहले ही बता डू,-) apne khud hi bola hai main sare comment padhta hu ye v pdh lia hoga apne :-D,"Brother, please reply to me first."
Ye kya haal banaye rakha hai? Kuch lete kyu nahi?,ये क्या हाल बनाए रखा है? कुच लेते क्यू नही?,"you look really messed up, why don't you do something with it",What is the status of this?
.@RanaAyyub subah shaam ISIS karti rehti ho.. Jao.. Tumhara to admission test bhi nahi lenge wo log,.@रनाय्यूब सुबह शाम आईएसआई करती रहती हो.. जाओ.. तुम्हारा तो एडमिशन टेस्ट भी नही लेंगे वो लोग,.@RanaAyyub Dusk till dawn you keep talking about ISIS.Go. They woould not even take your admission test.,. @रनाय्यूब You keep doing ISI in the morning and evening.. go.. your admission test will also not be taken by those people.
"@pranavsapra Tum jahan bhi jaate ho, wahan bachche rona shuru kar dete hain?","@प्रणवसाप्र तुम जहां भी जाते हो, वाहन बच्चे रोना शुरू कर देते हैं?",@pranavsapra wherever you go the children ther starts crying,"@प्रणवसाप्र Wherever you go, the vehicles start crying?"
Aaj Australians se zyada sledging to @Nomadic_Soul_ kar rahi hai.. Hahaha keep it up,आज ऑस्ट्रेलियंस से ज्यादा स्लेजिंग तो @नोमैडिक_सोल_ कर रही है.. हाहाहा कीप इट उप,today @Nomadic_Soul_ is sledging more than australians. keep it up,"Today, there is more sledging than Australians.. hahaha keep it up"
@narendramodi ISI ko bulao vote dene ke liye,@नरेंद्रमोदी इसी को बुलाओ वोट देने के लिए,@narendramodi call ISI to give their votes.,@नरेंद्रमोदी Call this to vote.
"He: Aaj kal tere mere pyar ke charche har zuban par, sabko malum hai aur sabko khabar hogayi
She: Toh kya?
He: Mere baaki settings bandh </3","हे: आज कल तेरे मेरे प्यार के चर्चे हर जुबान पर, सबको मालूम है और सबको खबर होगाई
शे: तोह क्या?
हे: मेरे बाकी सेटिंग्स बांध </३","he: nowadays, your and my love stories are one everybody's lips, everybody knows and everybody heard the news.
 she: so what?
 he: my other settings closed.","Hey: Nowadays, the discussion of your love is on every tongue, everyone knows and everyone knows: What are you? Hey: Close the rest of my settings < / 3"
Judge: Indira ki bahu aur Robert Vadra ke saale ko jail bhej diya jaaye  #SoniaRahulHazirHo,जज: इंदिरा की बहु और रॉबर्ट वद्र के साले को जेल भेज दिया जाए  #सोनियाराहुलहाजिरहो,judge: send the daughter-in-law of indira and brother-in-law of robert vadra to jail  #SoniaRahulHazirHo,Judge: Indira's daughter-in-law and Robert Vadra's brother-in-law should be sent to jail #सोनियाराहुलहाजिरहो
Abhi kaha subah he time mileyga sheela @Shehla_Rashid ko ab abhi #JNU boys hostel mai #CondomAds k liye busy hogi,अभी कहा सुबह हे टाइम मिलेगा शीला @शेहला_रशीद को अब अभी #जेएनयू बॉयज हॉस्टल मई #कंडोमैड्स के लिए बसी होगी,I will get time in morning @Shehla_Rashid will be busy in #JNU boys hostel with #CondomAds,Just said it'll be time in the morning Sheila @शेहला_रशीद will now be settled in for the #जेएनयू Boys Hostel May #कंडोमैड्स
"""Inko ek aur over dekar thoda pressure se halka kar diya jaaye"" ~ Kapil Dev doing commentary from outside Sulabh Suachalay","""इनको एक और ओवर देकर थोड़ा प्रेशर से हल्का कर दिया जाए"" ~ कपिल देव डोइंग कमेंट्री फ्रॉम आउटसाइड सुलभ सुआचालय","""lets give him another over to release a pressure a little bit"" ~ kapil dev doing commentary from outside community toilets","""Give them one more over and lighten the pressure a bit"" - Kapil Dev doing commentary from outside Sulabh School"
@BolshoyBooze abey vodafone pe nahi chal rah sahi me :( @HaramiParindey,@बोलशोयबूज़े अबे वोडाफोन पे नही चल रह सही मे :( @हरामीपरिंदे,@BolshoyBooze it is really not working on vodafone @HaramiParindey,@बोलशोयबूज़े Now Vodafone Pay is not running correctly: (@हरामीपरिंदे)
"maine socha aaj hotel me 5000 dekar 3-4 peg peene se achcha hai.. kal 3-4 botal khareed lu aur mahine bhar enjoy karu

Baniye ka dimaag. HNY","मैने सोचा आज होटल मे ५००० देकर ३-४ पेग पीने से अच्छा है.. कल ३-४ बोतल खरीद लू और महीने भर एन्जॉय करू

बनिए का दिमाग. हनी",I thought I will pay 5000 in hotel to drink 3-4 peg. It is better that I buy 3-4 bottles and enjoy the whole month. ,I thought today it is better than drinking 3 - 4 pegs for 5000 in the hotel. Buy 3 - 4 bottles tomorrow and enjoy for a month.
RT @ESPNcricinfo : ICYMI : It was a Virat Kohli special in Mohali Match report : https://t.co/iUH7WYOWW0 #INDvAUS #WT20 https://t.co/TbkWLU75,आरटी @ईएसपीएनक्रिकइंफो : आईसीआईएमआई : इट वास आ विराट कोहली स्पेशल इन मोहाली मैच रिपोर्ट : एचटीटीपीएस://टी.सीओ/इउह७व्योव० #इंडवास #डब्ल्यूटी२० एचटीटीपीएस://टी.सीओ/टीबीकेव्लू७५,@ESPNcricinfo : icymi : it was a virat kohli special in mohali match report : https://t.co/iUH7WYOWW0 #INDvAUS #WT20 https://t.co/TbkWLU75,RT @ईएसपीएनक्रिकइंफो: ICIMI: It Was and Virat Kohli Special in Mohali Match Report: HTTPS: / / T.CO / Yuh7v0 #इंडवास #डब्ल्यूटी20 HTTPS: / / T.CO / TBKVl75
@KaminiBae Shaadi shuda ladki se flirt karne ka #PointKyaHai @PAYBACKIndiaPoint Kya Hai,@कामिनीबा शादी शुदा लड़की से फ्लर्ट करने का #पॉइंटक्याहै @पेबैकइंडियापॉइंट क्या है,@KaminiBae why flirt with a married girl #PointKyaHai @PAYBACKIndiaPoint Kya Hai,@कामिनीबा What is the #पॉइंटक्याहै @पेबैकइंडियापॉइंट of flirting with a married girl
I like Aarti kyu ki wo prasad deti hai.,आई लाइक आरती क्यू की वो प्रसाद देती है।,i like aarti because she gives me gracious gifts from god.,I like Aarti because she gives prasad.
"@001SHREYANS maaf kar do bhai, ab se nahi karunga  @zzoker","@००१श्रेयांस माफ कर दो भाई, अब से नही करूंगा  @जोकर","@001SHREYANS forgive me brother, will not do that again @zzoker","@001श्रेयांस Sorry brother, I won't do it from now on @जोकर"
vijit agrawal .  .  bhai jazbaati ho gye tum to .  .  :p,विजित अग्रवाल .  .  भाई जज़्बाती हो ग्ये तुम तो .  .  :प,vijit agrawal .. dude you got emotional ,Vijit Agarwal.. bhai is emotional so are you..: P
"Aajkal ghadi ka bhi kaam kar raha hu, social cause mein zindagi beet rahi hai.","आजकल घड़ी का भी काम कर रहा हू, सोशल कॉज में जिंदगी बीत रही है।","Nowadays I am also doing work related to watch, Life is passing in social cause.","Nowadays, I am also doing clock work, spending my life in social causes."
Koi @narendramodi ji ko bataye ki #diwali k time jo mar mar k kaam kar rahe hain woh CA’s hi hain coz of ur misgovernance #gst #taxaudit,कोई @नरेंद्रमोदी जी को बताए की #दिवाली के टाइम जो मार मार के काम कर रहे हैं वोह सीए’एस ही हैं कोज ओएफ उर मिसगवर्नेंस #जीएसटी #टैक्सॉडिट,someone tell @narendramodi that during #diwali whoever are working are cas only because of your misgovernance#gst #taxaudit,Somebody tell @नरेंद्रमोदी G that at the time of #दिवाली they are working as CA's only cause of misgovernance #जीएसटी #टैक्सॉडिट
@Atheist_Krishna aa gaya muh kaala karwa ke,@एथीस्ट_कृष्ण आ गया मुह काला करवा के,@Atheist_Krishna came after getting defeated,@एथीस्ट_कृष्ण has come to blacken the face
"Dhoni: Aur morph karo, saalon #AsiaCupT20Final","धोनी: और मॉर्फ करो, सालों #एशियाकप्ट२०फाइनल","Dhoni: And morph, years #ACCapt 20 Finals","Dhoni: And morph, years #एशियाकप्ट20फाइनल"
"@someUSER this sunday .  .  . revenge ,  and a game winning td for kyle williams .  we have already destroyed the last 2 teams and we'll keep rollin","@सोम्यूजर थिस संडे .  .  . रिवेंज ,  एंड आ गेम विनिंग तड़ फोर काइल विलियम्स .  वे हेव अलरेडी डिस्ट्रॉयड थे लास्ट २ टीम्स एंड वे'ल्ल कीप रोलिन","@someUSER this sunday .  .  . revenge ,  and a game winning touch downs for kyle williams .  we have already destroyed the last 2 teams and we'll keep rolling.","@सोम्यूजर This Sunday... Revenge, and a Game Winning Thud for Kyle Williams. They've Already Destroyed the Last 2 Teams and Will Keep Rollin"
@twinitisha tumne chai toh banayi nahi aur ouchne par ulta seedha bolte ho </3,@ट्विनिटिशा तुमने चाई तोह बनाई नही और औचने पर उल्टा सीधा बोलते हो </३,@twinitisha you do not know how to make tea and  when asked you say innapropriate words.,@ट्विनिटिशा You didn't make the tea tow and you speak directly to the contrary when you wake up < / ID3 >
#Dhoni ko kis no par batting karni chahiye #AskTheExpert #INDvsAUS,#धोनी को किस नो पर बैटिंग करनी चाहिए #आस्कथीक्सपर्ट #इंडवसॉस,#Dhoni should bat on which number. #AskTheExpert #INDvsAUS,#धोनी should bat at a KISS NO #आस्कथीक्सपर्ट #इंडवसॉस
Bhai rahane ko kyu lete hu T20 mai .. #INDvsSL,भाई रहने को क्यू लेते हू टी२० मई .. #इंडवीएसएसएल,bro why do you take rahane in T20 .. #INDvsSL,Why do you take brother to stay T20 May.. #इंडवीएसएसएल
"Great modi ji,duja koi nhi aap jaisa","ग्रेट मोदी जी,दूजा कोई नही आप जैसा","Great Modiji, Nobody else is like you.","Great Modi ji, there is no one else like you."
"@Marut_ kyonko agar ye 100% bolenge to log sochenge ki ye jhooth bol rahe hain, isliye 99.99 lol","@मारुत_ क्योंको अगर ये १००% बोलेंगे तो लोग सोचेंगे की ये झूठ बोल रहे हैं, इसलिए ९९.९९ लोल","@Marut_ kyonko if they say 100% then people will think that they are lying, that's why 99.99 lol","@मारुत_ because if they say 100%, people will think they are lying, so 99.99 lol"
"oh great,,..har din apko dekh ke nai urja milta hai.ap jio hajoro sal sir ji or india ko biswa bijai banao..","ओह ग्रेट,,..हर दिन आपको देख के नई ऊर्जा मिलता है.एपी जियो हजोरो साल सिर जी ओर इंडिया को बिस्वा बिजाई बनाओ..","Oh great ,, .. Seeing you every day, you get new energy. You make Jijo Hazoro Sal Sir Ji and India Biswa Bijai ..","Oh great,... every day you get new energy to see है.एपी Jiyo Hazaro Saal Sir Ji Aur Make India Vishwa Bijiye.."
Aaj se #TRUMP ka time shuru ...!! #RAEES #DonaldTrump #Donald #Trump #USA #America #president,आज से #ट्रंप का टाइम शुरू ...!! #रईस #डोनाल्डट्रंप #डोनाल्ड #ट्रंप #उसा #अमेरिका #प्रेसिडेंट,#TRUMP's work starts from today #RAEES #DonaldTrump #Donald #Trump #USA #America #president,Time for #ट्रंप starts today...!! #रईस #डोनाल्ड Trump #डोनाल्ड #ट्रंप #उसा #अमेरिका #प्रेसिडेंट
looks like i'm going to knicks vs . heat this sunday .,लुक्स लाइक आई'एम गोइंग तो निक्स वीएस . हीट थिस संडे ।,looks like i'm going to knicks versus heat this sunday .,Looks like I'm going to Knicks VS. Heat this Sunday.
@Riskiest_Poison bahut pyari hai,@रिस्कीएस्ट_पॉइजन बहुत प्यारी है,@Riskiest_Poison you are lovely,@रिस्कीएस्ट_पॉइजन is very cute.
his team is totally isi funded to destabilize delhi .,हिस टीम इस टोटली इसी फंडेड तो डेस्टेबिलाइज डेल्ही ।,his team is totally isi funded to destabilize delhi .,His team Is Totally Is Funded To Destabilize Delhi.
"Jahan soch wahan shauchalaya, jahan marzi kar do. Aise hi chal raha hai","जहां सोच वाहन शौचालय, जहां मर्जी कर दो. एआईएसई ही चल रहा है","wherever thinking there is toilet, whereever you wish,do it. going like this only","Wherever you want, think, vehicle, toilet, wherever you want. AISE is the one running."
6 minutes deep in #MannKiBaat and you go like .. aur nahi bhai maaf kar,६ मिनिट्स दीप इन #मनकीबात एंड यू गो लाइक .. और नही भाई माफ कर,6 minutes deep in #mannkibaat and you go like .. no bro please forgive me,6 minutes deep in #मनकीबात and you go like.. and no bro sorry
"Paise mile tab tak theek hai, 50% discount on market rate dene ko taiyaar hu main. Sirf 5 lakh","पैसे मिले तब तक ठीक है, ५०% डिस्काउंट ओन मार्केट रेट देने को तैयार हू मैं. सिर्फ ५ लाख","if i get money then its okay, i am ready to give a 50% discount on market rate. only 5 lakhs","As long as I get the money, I am ready to give 50 per cent discount on the market rate. Just Rs 5 lakh."
@kachra_peti jamane gaye par aise log abhi bhi hai yaar #FarziPatrakarRavishKumar,@कचरा_पेटी जमाने गये पर एआईएसई लोग अभी भी है यार #फर्जीपत्रकारराविषकुमार,@kachra_peti these type of people still exist #FarziPatrakarRavishKumar,@कचरा_पेटी Gone are the days but AISE people are still there man #फर्जीपत्रकारराविषकुमार
kyon na apne utpad ki quality itni achhi ki jaye ki use sanrakshan ki zaroorat na pade ? #MakeInIndia,क्यों ना अपने उत्पाद की क्वालिटी इतनी अच्छी की जाए की उसे संरक्षण की ज़रूरत ना पड़े ? #मेकइनइंडिया,why don't increase quality of our product so that doesn't need protection  #MakeInIndia,Why not make your product quality so good that it doesn't need preservation? #मेकइनइंडिया
@NumbYaar bahut form me ho aaj kal,@नुंबयार बहुत फॉर्म मे हो आज कल,@NumbYaar youb are doing very well now a days.,@नुंबयार Be in great shape nowadays
Koi fayda hai inko ye sab dikhane se????,कोई फायदा है इनको ये सब दिखने से????,is there any benefit to them from seeing all this ????,Is there any benefit to them seeing all this????
Yeh 7 min toh khatam hi nhi hote. Aap kaha ho jaldi aa jao.,येह ७ मिन तोह खतम ही नही होते. आप कहा हो जल्दी आ जाओ।,this 7 minutes doesn't end. where are you come fast,You don't finish these 7 minutes. You said come quickly.
@twinitisha wo kya hota hai?  @EngineeRoholic,@ट्विनिटिशा वो क्या होता है?  @इंजिनियरोहोलिक,@twinitisha what does that mean? @EngineeRoholic,@ट्विनिटिशा What is that? @इंजिनियरोहोलिक
koi link bhej de?,कोई लिंक भेज दे?,should i send some link?,Could you send me a link please?
_/\_ SIR. Rulaoge kya?,_/\_ सिर. रुलाओगे क्या?,_/\_ Are you making us cry?,_ /\ head. Will you cry?
"25K tweets on ""Drishyam Winning Hearts"".. Bhai iske aadhe bhi film dekhne chale jaate to super duper hit ho jati..","२५के ट्वीट्स ओन ""दृश्यम विनिंग हर्ट्स"".. भाई इसके आधे भी फिल्म देखने चले जाते तो सुपर डुपर हित हो जाती..","25K tweets on ""Drishyam Winning Hearts"".. even if half people of these had went to see the movie it would have been a hit","25K Tweets on ""Drishyam Winning Hurts.."" Bhai would have been super duper happy if he had gone to watch even half of the film.."
@roshd @chintskap Parda hai Parda ya Prada hai Prada?,@रोश्द @चिंतस्कप पर्दा है पर्दा या प्रदा है प्रदा?,@roshd @chintskap curtains is curtains or prada is prada?,@रोश्द @चिंतस्कप Curtain is curtain or curtain is curtain?
Woh pareshan karte rahe aur ham aise kaam karte rahe.https://twitter.com/ArvindKejriwal/status/624909667173429248 …,वोह परेशन करते रहे और हम एआईएसई काम करते रहे.एचटीटीपीएस://ट्विटर.कॉम/अरविंदकेजरीवाल/स्टेटस/६२४९०९६६७१७३४२९२४८ …,they disturbed us and we continued working.https://twitter.com/ArvindKejriwal/status/624909667173429248 …,He kept on doing the exercises and we did the AISE work रहे.एचटीटीपीएस: / / Twitter.com / ArvindKejriwal / Status / 624909667173429248...
@Varunliciouss itna saara matlab bas ek chinti jitna ? :P,@वैरुनलिशियस इतना सारा मतलब बस एक चिंती जितना ? :प,@Varunalicious: It means so much just an ant? : P,@वैरुनलिशियस All that means is a worry?: P
sir orissa pe kavi aao na.plz...,सिर ओरिसा पे कवि आओ ना.पीएलज़...,"sir, please come to orissa anytime.",Sir Orissa pe kavi aao ना.पीएलज़...
@someUSER pls tv5 just get that sucker's leg (rvp) broken 4 me on saturday pls !  !,@सोम्यूजर पीएलएस टीवी५ जस्ट गेट थाट सकर'एस लेग (आरवीपी) ब्रोकन ४ मे ओन सतुर्दय पीएलएस !  !,@someUSER please tv5 just get that sucker's leg broken for me on saturday please ! !,@सोम्यूजर PLS TV5 Just Get That Sucker's Leg (RVP) in Broken 4 On Saturdaya PLS!!
"@clued_up_chic nahi tum aajao, pocha hai sirf tumhe pocha lagaana padega bas :-*","@क्लूड_उप_चिक नही तुम आजाओ, पोचा है सिर्फ तुम्हे पोचा लगाना पड़ेगा बस :-*","@clued_up_chic No, you come, you have done dusting only, you have to do wiping.","@क्लूड_उप_चिक No you come, it's a pouch, you just have to wipe it: - *"
"haan, sirdard shuru ho jata hai","हाँ, सिरदर्द शुरू हो जाता है","yes, the headache starts","Yes, the headache begins."
"Aaj main Hooper, aasman neeche.","आज मैं हूपर, आसमान नीचे।","today i am hooper, sky is down.","Today I'm Hooper, down to the sky."
"well ,  a few news: gonna be at phil's studio with nachtgeschrei in january to record my first album with the guys .  .  .  .  http/URL","वेल ,  आ फ्यू न्यूज: गोना बे एट फिल'एस स्टूडियो विथ नाचटगेस्क्रेई इन जैन्युअरी तो रिकॉर्ड माई फर्स्ट एल्बम विथ थे गाइज .  .  .  .  एचटीटीपी/उर्ल","well, a few news: gonna be at phil's studio with nachtgeschrei in january to record my first album with the guys.","Well, aa feu news: Gonna Bay at Phil's studio with Nachtgeschrei in January to record my first album with The Guys.... HTTP / Url"
@BeingMSD mera motive kuch aur tha,@बेइंगमस्ड मेरा मोटिव कुच और था,@BeingMSD my motive was different.,@बेइंगमस्ड My motive was to kill and
itni detail tujhe kha se pta chalin  ?  ?  ?,इतनी डिटेल तुझे खा से पता चलीं  ?  ?  ?,where did you find these many details? ,Did you get to know so many details from Kha???
Kahte hai hum ko pyar se outrage wale.,कहते है हम को प्यार से आउटरेज वाले।,they call us outragious with love,They call us the outrages out of love.
"Subah se na koi favorite mila hai, na mila hai aadha mention.","सुबह से ना कोई फेवराइट मिला है, ना मिला है आधा मेंशन।","from morning, i have neither got a favourite nor a half mention.","Since morning, I have not found any favorites, nor have I found half a mention."
"Barkha Dutt, Sagarika Ghose and Rajdeep Sardesai at the moment. #YakubToHangpic.twitter.com/sSr1lLR7WD","बरखा डट, सागरिका घोसे एंड राजदीप सरदेसाई एट थे मोमेंट. #याकुब्तोहांगपिक.ट्विटर.कॉम/एसएसआर१एलएलआर७डब्ल्यूडी",$,"Barkha Dutt, Sagarika Ghose & Rajdeep Sardesai at the moment. # याकुब्तोहांगपिक.ट्विटर.कॉम/एसएसआर1एलएलआर7डब्ल्यूडी"
Haatim Tai ka beta lag raha haihttps://twitter.com/firstpost/status/775576636766973952 …,हातिम टाई का बेटा लग रहा हैहट्टप्स://ट्विटर.कॉम/फर्स्टपोस्ट/स्टेटस/७७५५७६६३६७६६९७३९५२ …,haatim tai's son is looking http: //twitter.com/firstpost/states/775576636766973952…,Hatem Tie's son looks hotTops: / / twitter.com / firstpost / status / 775576636766973952...
shaadi karane nahi bola hai.,शादी करने नही बोला है।,I am not asking you to marry,He didn't ask me to marry him.
"@SanikaRanade jaaneman favorite na karo, aajkal woh bhi like ho gaya hai","@सनीकरणदे जानेमन फेवराइट ना करो, आजकल वोह भी लाइक हो गया है",@SanikaRanade don't make sweetheart your favorite. nowadays he is also liked.,"@सनीकरणदे Don't know the favorite, it's also liked nowadays"
RT @bscamishra : .. Jaise Delhi waalon ne liya tha .. Ab kyon kahte ho #KejriwalSaySorry .. https://t.co/LTwRdL77zf,आरटी @बीएससीएमिशरा : .. जैसे डेल्ही वालों ने लिया था .. अब क्यों कहते हो #केजरीवालसेसोरी .. एचटीटीपीएस://टी.सीओ/एलटीडब्ल्यूआरडीएल७७जेएफ,RT @bscamishra : .. like the people of delhi took it .. why are you saying now #KejriwalSaySorry .. https://t.co/LTwRdL77zf,RT @बीएससीएमिशरा:.. like delhi people took.. now why say #केजरीवालसेसोरी.. HTTPS: / / TCO / LTWRDL77JF
Bhai AB-Amla out ho jaao. Baki 9 log bewkoof nahi hain jinhone 20 over fielding ki hai.,भाई अब-अमला आउट हो जाओ. बाकी ९ लोग बेवकूफ नही हैं जिन्होंने २० ओवर फील्डिंग की है।,"amla please get out, other 9 people in the team want to do batting",Brother now - Amla get out. The other 9 guys who have fielded 20 overs are not stupid.
Modiji humse darr gayehttps://twitter.com/OpIndia_com/status/768312511452082176 …,मोदीजी हमसे दर्र गयेहट्टप्स://ट्विटर.कॉम/ओपिंडिया_कॉम/स्टेटस/७६८३१२५११४५२०८२१७६ …,modiji got scared of us https://twitter.com/OpIndia_com/status/768312511452082176 …,Modiji has gone through usHotups: / / twitter.com / opindia _ com / status / 768312511452082176...
Aur kuch log ismein pareshaan haihttps://twitter.com/hanisha_mehta/status/626634282111348736 …,और कुच लोग इसमें परेशान हैहट्टप्स://ट्विटर.कॉम/हनीशा_मेहता/स्टेटस/६२६६३४२८२१११३४८७३६ …,and some people are troubled regarding this. https://twitter.com/hanisha_mehta/status/626634282111348736 …,And how many people are bothered by thisHttps: / / twitter.com / Hanisha _ Mehta / status / 626634282111348736...
Ab sab recharge karane tayyar ho jao ..... JIO ka bhandara khatam hua ....,अब सब रिचार्ज करने तैयार हो जाओ ..... जियो का भंडारा खतम हुआ ....,now everyone get ready to recharge. jio's bhandara is over,Now get ready to recharge everything... Jio's stock is gone...
"Daadhi badhao gandi shakal chupao.
 #JaagoGrahak","दाढ़ी बढ़ाओ गंदी शकल छुपाओ.
 #जागोग्राहक",grow your beard and hide your ugly face! #JaagoGrahak,"Grow a beard, hide the dirty skin. #जागोग्राहक"
yadav ji on track . hail sir jadejaa .. :) #indvspak,यादव जी ओन ट्रैक . हैल सिर जड़ेजा .. :) #इंडवस्पैक,yadav sir is on track. everyone hair to sir jadejaa. #indvspak,Yadav ji on track. Hello Sir Jadeja..:) #इंडवस्पैक
"Chat ladkiyon ko hi zyada pasand hote hai, jo paani puri wale bhaiyya ke paas milti hai.  https://twitter.com/Fernandes_Savvy/status/871804544455368705 …","चट लड़कियों को ही ज्यादा पसंद होते है, जो पानी पूरी वाले भैय्या के पास मिलती है.  एचटीटीपीएस://ट्विटर.कॉम/फर्नांडिस_सेवी/स्टेटस/८७१८०४५४४४५५३६८७०५ …","fast food is liked by girls more, those who are seen near paani puri selling brother.  https://twitter.com/Fernandes_Savvy/status/871804544455368705 …","Chut is preferred by girls, which is found near pani puri wale bhaiyya. HTTPS: / / twitter.com / fernandes _ savvy / status / 871804544455368705..."
mere sath ulta h :/,मेरे साथ उल्टा ह :/,it is opposite for me,The opposite with me: /
"Bhai #monkeybaat nhi bolege "" modi ji #MannKiBaat khte h 0 Aap bhi pidi ki trah q soch rhe h ?","भाई #मंकीबात नही बोलेगे "" मोदी जी #मनकीबात खते ह ० आप भी पीडी की तराह क्यू सोच रहे ह ?","brother won''t speak #monkeybaat ,modi ji #MannKiBaat says why are even you thinking like your generation ?","Bhai #मंकीबात will not say ""Modi ji #मनकीबात khaate h 0 aap bhi PD ki tarah kya chahte hain?"
@Fussy_Ca abe 3000 me lee hai maine,@फसी_सीए अबे ३००० मे ली है मैने,@Fussy_Ca hey I bought it for 3000,@फसी_सीए I've got 3000 now.
